Diện tích,Mức giá,Mặt tiền,Đường vào,Hướng nhà,Hướng ban công,Số tầng,Số phòng ngủ,Số toilet,Pháp lý,Nội thất,Quận,Thành phố,Loại,Địa chỉ,Ngày đăng
116 m²,Thỏa thuận,,,,,,3 phòng,2 phòng,,,Hà Nội,Hà Đông,Căn hộ chung cư tại Usilk City,"Usilk City, 101, Đường Tố Hữu, Phường La Khê, Hà Đông, Hà Nội",02/05/2024
47 m²,"29,5 tỷ",6 m,6 m,,,5 tầng,4 phòng,4 phòng,Sổ đỏ,Đầy đủ,Hà Nội,Ba Đình,Nhà mặt phố tại đường Văn Cao,"Đường Văn Cao, Phường Liễu Giai, Ba Đình, Hà Nội",04/05/2024
50 m²,14 tỷ,"4,6 m",,,,5 tầng,4 phòng,,Sổ phân lô,,Hà Nội,Cầu Giấy,Nhà riêng tại đường Nguyễn Văn Huyên,"Đường Nguyễn Văn Huyên, Phường Quan Hoa, Cầu Giấy, Hà Nội",04/05/2024
45 m²,"8,85 tỷ",,,,,7 tầng,,,+ Sổ đỏ chính chủ sẵn sàng giao dịch.,"Nội thất cao cấp, chủ nhà là kiến trúc sư cẩn thận chau chuốt từng chi tiết nhỏ.",Hà Nội,Nam Từ Liêm,Nhà riêng tại đường Xuân Phương,"Đường Xuân Phương, Phường Xuân Phương, Nam Từ Liêm, Hà Nội",04/05/2024
163 m²,27 tỷ,,,,,,,,Sổ đỏ/ Sổ hồng,,Hà Nội,Tây Hồ,Nhà riêng tại đường Lạc Long Quân,"Đường Lạc Long Quân, Phường Xuân La, Tây Hồ, Hà Nội",04/05/2024
63 m²,"8,5 tỷ",4 m,3 m,,,6 tầng,6 phòng,,Sổ đỏ/ Sổ hồng.,,Hà Nội,Long Biên,Nhà riêng tại đường Nguyễn Văn Linh,"Đường Nguyễn Văn Linh, Phường Phúc Đồng, Long Biên, Hà Nội",29/04/2024
40 m²,"4,5 tỷ",,,,,4 tầng,4 phòng,,,,Hà Nội,Nam Từ Liêm,Nhà riêng tại đường Nhổn,"Đường Nhổn, Phường Xuân Phương, Nam Từ Liêm, Hà Nội",04/05/2024
63 m²,"8,5 tỷ",4 m,3 m,,,6 tầng,6 phòng,,Sổ đỏ/ Sổ hồng.,,Hà Nội,Long Biên,Nhà riêng tại đường Nguyễn Văn Linh,"Đường Nguyễn Văn Linh, Phường Phúc Đồng, Long Biên, Hà Nội",29/04/2024
40 m²,"4,5 tỷ",,,,,4 tầng,4 phòng,,,,Hà Nội,Nam Từ Liêm,Nhà riêng tại đường Nhổn,"Đường Nhổn, Phường Xuân Phương, Nam Từ Liêm, Hà Nội",04/05/2024
60 m²,8 tỷ,4 m,4 m,,,5 tầng,6 phòng,,Sổ đỏ/ Sổ hồng,Cơ bản.,Hà Nội,Long Biên,Nhà riêng tại đường Phúc Lợi,"Đường Phúc Lợi, Phường Phúc Lợi, Long Biên, Hà Nội",29/04/2024
42 m²,"4,05 tỷ",,,,,4 tầng,,,- Sổ cất két.,,Hà Nội,Hoài Đức,Nhà riêng tại xã An Khánh,"Xã An Khánh, Hoài Đức, Hà Nội.",29/04/2024
37 m²,"4,45 tỷ",5 m,3 m,,,6 tầng,4 phòng,,Sổ đỏ/ Sổ hồng,Cơ bản,Hà Nội,Long Biên,Nhà riêng tại đường Phúc Lợi,"Đường Phúc Lợi, Phường Long Biên, Long Biên, Hà Nội",02/05/2024
44 m²,"5,6 tỷ",4 m,4 m,,,5 tầng,5 phòng,5 phòng,Sổ đỏ/ Sổ hồng,Cơ bản.,Hà Nội,Long Biên,Nhà riêng tại đường Cổ Linh,"Đường Cổ Linh, Phường Thạch Bàn, Long Biên, Hà Nội",01/05/2024
40 m²,"5,1 tỷ",,,,,5 tầng,3 phòng,,Sổ đỏ/ Sổ hồng.,Đầy đủ.,Hà Nội,Nam Từ Liêm,Nhà riêng tại phường Cầu Diễn,"Phường Cầu Diễn, Nam Từ Liêm, Hà Nội",04/05/2024
31 m²,"3,86 tỷ",4 m,3 m,,,4 tầng,3 phòng,,Sổ đỏ/ Sổ hồng.,Cơ bản.,Hà Nội,Long Biên,Nhà riêng tại đường Tân Thụy,"Đường Tân Thụy, Phường Phúc Đồng, Long Biên, Hà Nội",01/05/2024
45 m²,"6,4 tỷ",4 m,"2,5 m",,,5 tầng,4 phòng,4 phòng,"- Sổ đỏ chính chủ, Pháp lý chuẩn.",Cơ bản,Hà Nội,Cầu Giấy,Nhà riêng tại đường Hồ Tùng Mậu,"Đường Hồ Tùng Mậu, Phường Mai Dịch, Cầu Giấy, Hà Nội.",04/05/2024
55 m²,11 tỷ,4 m,3 m,,,7 tầng,12 phòng,12 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Hà Nội,Đống Đa,Nhà riêng tại đường Đặng Văn Ngữ,"Đường Đặng Văn Ngữ, Phường Kim Liên, Đống Đa, Hà Nội",04/05/2024
32 m²,"3,35 tỷ",4 m,"2,5 m",,,5 tầng,3 phòng,4 phòng,Sổ đỏ/ Sổ hồng,Cơ bản,Hà Nội,Long Biên,Nhà riêng tại đường Phúc Lợi,"Đường Phúc Lợi, Phường Phúc Lợi, Long Biên, Hà Nội",01/05/2024
75 m²,16 tỷ,,,,,6 tầng,,,Sổ đẹp phân lô.,Nội thất độc đáo.,Hà Nội,Cầu Giấy,Nhà riêng tại phố Trần Quốc Hoàn,"Phố Trần Quốc Hoàn, Phường Dịch Vọng Hậu, Cầu Giấy, Hà Nội",04/05/2024
48 m²,9 tỷ,"4,5 m",10 m,Đông - Nam,Đông - Nam,6 tầng,3 phòng,3 phòng,Sổ đỏ/ Sổ hồng.,,Hà Nội,Hoàng Mai,Nhà riêng tại đường Đại Từ,"Đường Đại Từ, Phường Đại Kim, Hoàng Mai, Hà Nội",04/05/2024
"90,8 m²","4,4 tỷ",,,Tây,Đông - Bắc,,2 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Cơ bản,Hà Nội,Cầu Giấy,Căn hộ chung cư tại Tổ hợp 173 Xuân Thủy,"Dự án 173 Xuân Thủy, Đường Xuân Thủy, Phường Dịch Vọng Hậu, Cầu Giấy, Hà Nội",28/04/2024
65 m²,Thỏa thuận,,,Đông - Nam,Đông - Nam,,2 phòng,2 phòng,Sổ đỏ/ Sổ hồng.,Đầy đủ.,Hà Nội,Nam Từ Liêm,Căn hộ chung cư tại Imperia Sola Park,"Dự án Imperia Sola Park, Phường Tây Mỗ, Nam Từ Liêm, Hà Nội.",04/05/2024
97 m²,19 tỷ,5 m,3 m,,,6 tầng,5 phòng,,Sổ đỏ/ Sổ hồng.,Đầy đủ.,Hà Nội,Long Biên,Nhà riêng tại đường Cổ Linh,"Đường Cổ Linh, Phường Long Biên, Long Biên, Hà Nội",30/04/2024
70 m²,"12,4 tỷ",4 m,,,,7 tầng,13 phòng,13 phòng,"+ Sổ đỏ chính chủ, sẵn sàng giao dịch.","Đầy đủ + Nội thất: Giường tủ, bếp, bàn ghế sofa, máy giặt, vệ sinh khép kín.",Hà Nội,Nam Từ Liêm,Nhà riêng tại đường Nhân Mỹ,"Đường Nhân Mỹ, Phường Mỹ Đình 1, Nam Từ Liêm, Hà Nội.",04/05/2024
41 m²,"10,6 tỷ",,4 m,Tây,,7 tầng,7 phòng,7 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Hà Nội,Đống Đa,Nhà riêng tại đường Tam Khương,"Đường Tam Khương, Phường Trung Liệt, Đống Đa, Hà Nội",04/05/2024
46 m²,"28,5 tỷ",4 m,4 m,,,5 tầng,4 phòng,4 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Hà Nội,Đống Đa,Nhà mặt phố tại phố Chùa Bộc,"Phố Chùa Bộc, Phường Quang Trung, Đống Đa, Hà Nội",04/05/2024
50 m²,"7,7 tỷ","4,5 m",10 m,Tây,,1 tầng,1 phòng,1 phòng,Sổ đỏ/ Sổ hồng,Cơ bản.,Hà Nội,Long Biên,Nhà mặt phố tại đường Huỳnh Tấn Phát,"Đường Huỳnh Tấn Phát, Phường Thạch Bàn, Long Biên, Hà Nội",04/05/2024
30 m²,"8,5 tỷ",5 m,,,,5 tầng,,,Sổ đỏ,,Hà Nội,Hai Bà Trưng,Nhà mặt phố tại phố Chùa Quỳnh,"Phố Chùa Quỳnh, Phường Quỳnh Mai, Hai Bà Trưng, Hà Nội",04/05/2024
35 m²,"2,5 tỷ",4 m,3 m,Đông - Nam,Đông - Nam,4 tầng,4 phòng,3 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Hà Nội,Hà Đông,Nhà riêng tại đường Hòa Bình,"Đường Hòa Bình, Phường Yên Nghĩa, Hà Đông, Hà Nội",02/05/2024
70 m²,"26,5 tỷ",,,,,4 tầng,4 phòng,,Sổ đỏ/ Sổ hồng,,Hà Nội,Đống Đa,Nhà mặt phố tại phường Trung Liệt,"Phường Trung Liệt, Đống Đa, Hà Nội",04/05/2024
40 m²,4 tỷ,,4 m,,,4 tầng,5 phòng,4 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Hà Nội,Hoài Đức,Nhà riêng tại xã An Khánh,"Xã An Khánh, Huyện Hoài Đức, Hà Nội",04/05/2024
36 m²,"3,9 tỷ",4 m,,Tây - Bắc,,5 tầng,3 phòng,4 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Hà Nội,Hoài Đức,Nhà riêng tại xã An Khánh,"Xã An Khánh, Hoài Đức, Hà Nội",04/05/2024
50 m²,"8,5 tỷ","6,5 m",10 m,,,5 tầng,7 phòng,7 phòng,Sổ đỏ,Cơ bản,Hà Nội,Hà Đông,Nhà riêng tại đường Chiến Thắng,"Đường Chiến Thắng, Phường Văn Quán, Hà Đông, Hà Nội",04/05/2024
40 m²,"9,45 tỷ",,,,,4 tầng,4 phòng,3 phòng,,,Hà Nội,Long Biên,Nhà riêng tại đường Gia Thụy,"Đường Gia Thụy, Phường Gia Thụy, Long Biên, Hà Nội",04/05/2024
120 m²,Thỏa thuận,,,,,3 tầng,6 phòng,,Sổ đỏ/ Sổ hồng,,Hà Nội,Cầu Giấy,Nhà mặt phố tại đường Xuân Thủy,"Đường Xuân Thủy, Phường Dịch Vọng Hậu, Cầu Giấy, Hà Nội",04/05/2024
48 m²,13 tỷ,,,,,5 tầng,4 phòng,,Sổ đỏ/ Sổ hồng,,Hà Nội,Cầu Giấy,Nhà riêng tại phố Phạm Tuấn Tài,"Phố Phạm Tuấn Tài, Phường Dịch Vọng Hậu, Cầu Giấy, Hà Nội",04/05/2024
90 m²,"3,5 tỷ",,,,,,3 phòng,2 phòng,,,Hà Nội,Hà Đông,Căn hộ chung cư tại phường Dương Nội,"Phường Dương Nội, Hà Đông, Hà Nội",04/05/2024
136 m²,Thỏa thuận,,,Đông - Nam,Đông - Nam,,4 phòng,4 phòng,Sổ đỏ/ Sổ hồng.,Đầy đủ - Bàn giao thô nguyên bản CapitaLand để khách hàng tự thiết kế theo phong cách riêng.,Hà Nội,Nam Từ Liêm,Căn hộ chung cư tại Lumi Hanoi,"Dự án Lumi Hanoi, Phường Tây Mỗ, Nam Từ Liêm, Hà Nội.",04/05/2024
200 m²,52 tỷ,16 m,,,,5 tầng,6 phòng,5 phòng,Sổ đỏ chính chủ,,Hà Nội,Cầu Giấy,Nhà mặt phố tại đường Duy Tân,"Đường Duy Tân, Phường Dịch Vọng Hậu, Cầu Giấy, Hà Nội",04/05/2024
420 m²,315 tỷ,13 m,,,,6 tầng,10 phòng,10 phòng,,,Hà Nội,Đống Đa,Nhà mặt phố tại phố Thái Hà,"Phố Thái Hà, Phường Trung Liệt, Đống Đa, Hà Nội",04/05/2024
92 m²,"36,9 tỷ","9,5 m",,,,4 tầng,6 phòng,6 phòng,Sổ đỏ,Đầy đủ,Hà Nội,Thanh Xuân,Nhà riêng tại phố Lê Văn Thiêm,"Phố Lê Văn Thiêm, Phường Nhân Chính, Thanh Xuân, Hà Nội",04/05/2024
105 m²,"36,9 tỷ",8 m,10 m,,,4 tầng,8 phòng,8 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Hà Nội,Hai Bà Trưng,Nhà riêng tại đường Minh Khai,"Đường Minh Khai, Phường Minh Khai, Hai Bà Trưng, Hà Nội",04/05/2024
38 m²,"3,85 tỷ","4,28 m",,,,5 tầng,8 phòng,5 phòng,,,Hà Nội,Hoài Đức,Nhà riêng tại đường Nam Yên Lũng,"Đường Nam Yên Lũng, Xã Yên Sở, Hoài Đức, Hà Nội",04/05/2024
100 m²,"34,9 tỷ",5 m,10 m,,,10 tầng,,,Sổ đỏ/ Sổ hồng,,Hà Nội,Thanh Xuân,Nhà mặt phố tại đường Vương Thừa Vũ,"Đường Vương Thừa Vũ, Phường Khương Mai, Thanh Xuân, Hà Nội",04/05/2024
102 m²,22 tỷ,12 m,10 m,,,3 tầng,3 phòng,3 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Hà Nội,Thanh Xuân,Nhà riêng tại đường Nguyễn Ngọc Nại,"Đường Nguyễn Ngọc Nại, Phường Khương Mai, Thanh Xuân, Hà Nội",04/05/2024
50 m²,"14,2 tỷ",4 m,,,,5 tầng,6 phòng,4 phòng,,,Hà Nội,Cầu Giấy,Nhà riêng tại phố Đỗ Quang,"Phố Đỗ Quang, Phường Trung Hòa, Cầu Giấy, Hà Nội",27/04/2024
120 m²,46 tỷ,10 m,9 m,,,2 tầng,,,Sổ đỏ/ Sổ hồng,,Hà Nội,Ba Đình,Nhà riêng tại phố Giảng Võ,"Phố Giảng Võ, Phường Giảng Võ, Ba Đình, Hà Nội",04/05/2024
52 m²,25 tỷ,"7,2 m",,,,5 tầng,,,Sổ đỏ/ Sổ hồng,Cơ bản,Hà Nội,Đống Đa,Nhà mặt phố tại đường Hàng Bột,"Đường Hàng Bột, Phường Cát Linh, Đống Đa, Hà Nội",04/05/2024
80 m²,22 tỷ,6 m,6 m,,,4 tầng,5 phòng,5 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Hà Nội,Ba Đình,Nhà riêng tại đường Núi Trúc,"Đường Núi Trúc, Phường Kim Mã, Ba Đình, Hà Nội",04/05/2024
650 m²,165 tỷ,22 m,,,,10 tầng,20 phòng,15 phòng,Sổ đỏ,,Hà Nội,Cầu Giấy,Nhà mặt phố tại đường Nguyễn Khánh Toàn,"Đường Nguyễn Khánh Toàn, Phường Quan Hoa, Cầu Giấy, Hà Nội",27/04/2024
140 m²,85 tỷ,5 m,,,,6 tầng,8 phòng,8 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Hà Nội,Hai Bà Trưng,Nhà mặt phố tại phố Mai Hắc Đế,"Phố Mai Hắc Đế, Phường Lê Đại Hành, Hai Bà Trưng, Hà Nội",04/05/2024
74 m²,32 tỷ,"4,2 m",10 m,,,2 tầng,4 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Hà Nội,Thanh Xuân,Nhà mặt phố tại phố Quan Nhân,"Phố Quan Nhân, Phường Nhân Chính, Thanh Xuân, Hà Nội",04/05/2024
102 m²,48 tỷ,4 m,15 m,,,4 tầng,5 phòng,5 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Hà Nội,Hoàn Kiếm,Nhà mặt phố tại phố Hàng Bông,"Phố Hàng Bông, Phường Hàng Bông, Hoàn Kiếm, Hà Nội",04/05/2024
60 m²,"5,4 tỷ","3,5 m",20 m,,,2 tầng,2 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Không nội thất,Hà Nội,Đông Anh,Nhà mặt phố tại thị trấn Đông Anh,"Tổ 9, Thị trấn Đông Anh, Đông Anh, Hà Nội",04/05/2024
52 m²,"4,1 tỷ",,,,,,,,,,Hà Nội,Đông Anh,Nhà riêng tại xã Kim Chung,"Xã Kim Chung, Đông Anh, Hà Nội",04/05/2024
47 m²,"15,3 tỷ",,,,,5 tầng,4 phòng,4 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Hà Nội,Cầu Giấy,Nhà riêng tại đường Nguyễn Thị Định,"Đường Nguyễn Thị Định, Phường Trung Hòa, Cầu Giấy, Hà Nội",04/05/2024
90 m²,Thỏa thuận,,,,,2 tầng,,,Sổ đỏ/ Sổ hồng,,Hà Nội,Mê Linh,Nhà mặt phố tại đường Tỉnh lộ 301,"Xã Tiền Phong, Mê Linh, Hà Nội",04/05/2024
70 m²,16 tỷ,5 m,,,,,,,,,Hà Nội,Đống Đa,Nhà riêng tại đường Tây Sơn,"Đường Tây Sơn, Phường Trung Liệt, Đống Đa, Hà Nội",30/04/2024
120 m²,"23,9 tỷ",8 m,"2,5 m",,,7 tầng,16 phòng,17 phòng,Sổ đỏ,,Hà Nội,Ba Đình,Nhà riêng tại đường Đào Tấn,"Đường Đào Tấn, Phường Cống Vị, Ba Đình, Hà Nội",04/05/2024
65 m²,"16,9 tỷ",4 m,,,,7 tầng,10 phòng,6 phòng,,,Hà Nội,Cầu Giấy,Nhà mặt phố tại phố Nghĩa Tân,"Phố Nghĩa Tân, Phường Nghĩa Tân, Cầu Giấy, Hà Nội",04/05/2024
330 m²,500 tỷ,8 m,,,,13 tầng,91 phòng,91 phòng,Sổ đỏ/ Sổ hồng,,Hà Nội,Hoàn Kiếm,Nhà mặt phố tại phố Hàng Bông,"Phố Hàng Bông, Phường Cửa Nam, Hoàn Kiếm, Hà Nội",04/05/2024
52 m²,9 tỷ,,,,,5 tầng,,,,,Hà Nội,Đống Đa,Nhà riêng tại phố Pháo Đài Láng,"Phố Pháo Đài Láng, Phường Láng Thượng, Đống Đa, Hà Nội",04/05/2024
45 m²,5 tỷ,,,,,5 tầng,2 phòng,4 phòng,"Sổ đỏ đẹp, cất két sẵn sàng giao dịch.",Cơ bản.,Hà Nội,Bắc Từ Liêm,Nhà riêng tại đường Liên Mạc,"Đường Liên Mạc, Phường Liên Mạc, Bắc Từ Liêm, Hà Nội.",04/05/2024
100 m²,"65,95 tỷ",10 m,,,,10 tầng,4 phòng,,Sổ đỏ/ Sổ hồng,Đầy đủ,Hà Nội,Cầu Giấy,Nhà mặt phố tại phố Phan Văn Trường,"Phố Phan Văn Trường, Phường Dịch Vọng Hậu, Cầu Giấy, Hà Nội",04/05/2024
65 m²,"11,9 tỷ","4,5 m",,,,7 tầng,17 phòng,18 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Hà Nội,Hai Bà Trưng,Nhà riêng tại phố Bạch Mai,"Phố Bạch Mai, Phường Bạch Mai, Hai Bà Trưng, Hà Nội",04/05/2024
"69,2 m²",38 triệu/m²,,,,Đông - Nam,,2 phòng,2 phòng,Sổ đỏ/ Sổ hồng,,Hà Nội,Hoài Đức,Căn hộ chung cư tại Thăng Long Capital,"Dự án Thăng Long Capital, Xã An Khánh, Hoài Đức, Hà Nội",04/05/2024
97 m²,37 triệu/m²,,,,,,3 phòng,2 phòng,Sổ đỏ/ Sổ hồng,,Hà Nội,Hoài Đức,Căn hộ chung cư tại Thăng Long Capital,"Dự án Thăng Long Capital, Xã An Khánh, Hoài Đức, Hà Nội",04/05/2024
65 m²,"9,1 tỷ","4,6 m",,,,8 tầng,19 phòng,21 phòng,Sổ đỏ/ Sổ hồng,,Hà Nội,Thanh Trì,Nhà riêng tại đường Triều Khúc,"Đường Triều Khúc, Xã Tân Triều, Thanh Trì, Hà Nội",04/05/2024
70 m²,"2,6 tỷ",,,,,,2 phòng,2 phòng,,,Hà Nội,Hoài Đức,Căn hộ chung cư tại The Golden An Khánh 32T,"Dự án The Golden An Khánh 32T, Xã An Khánh, Hoài Đức, Hà Nội",04/05/2024
54 m²,"14,5 tỷ",,,,,5 tầng,4 phòng,3 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Hà Nội,Thanh Xuân,Nhà riêng tại đường Nguyễn Quý Đức,"Đường Nguyễn Quý Đức, Phường Thanh Xuân Bắc, Thanh Xuân, Hà Nội",04/05/2024
70 m²,38 triệu/m²,,,,,,2 phòng,2 phòng,,,Hà Nội,Hoài Đức,Căn hộ chung cư tại Thăng Long Capital,"Dự án Thăng Long Capital, Xã An Khánh, Hoài Đức, Hà Nội",04/05/2024
"181,2 m²",65 tỷ,"5,6 m",,,,8 tầng,6 phòng,8 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Hà Nội,Thanh Xuân,Nhà mặt phố tại đường Lê Trọng Tấn,"Đường Lê Trọng Tấn, Phường Khương Mai, Thanh Xuân, Hà Nội",04/05/2024
81 m²,23 tỷ,,,,,5 tầng,4 phòng,4 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Hà Nội,Hà Đông,Nhà mặt phố tại phường Văn Quán,"Phường Văn Quán, Hà Đông, Hà Nội",04/05/2024
129 m²,"25,5 tỷ",8 m,,,,4 tầng,4 phòng,5 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Hà Nội,Nam Từ Liêm,Nhà mặt phố tại đường Phùng Khoang,"Đường Phùng Khoang, Phường Trung Văn, Nam Từ Liêm, Hà Nội.",04/05/2024
33 m²,"6,55 tỷ",,,,,5 tầng,4 phòng,3 phòng,Sổ đỏ/ Sổ hồng,,Hà Nội,Thanh Trì,Nhà riêng tại đường Kim Giang,"Đường Kim Giang, Xã Thanh Liệt, Thanh Trì, Hà Nội",04/05/2024
66 m²,"2,7 tỷ",,,,,,2 phòng,2 phòng,,,Hà Nội,Hoài Đức,Căn hộ chung cư tại The Golden An Khánh 32T,"Dự án The Golden An Khánh 32T, Xã An Khánh, Hoài Đức, Hà Nội",04/05/2024
65 m²,12 tỷ,,,,,9 tầng,22 phòng,23 phòng,,,Hà Nội,Thanh Trì,Nhà riêng tại xã Tân Triều,"Xã Tân Triều, Thanh Trì, Hà Nội",04/05/2024
30 m²,"4,7 tỷ",4 m,3 m,,,5 tầng,3 phòng,4 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Hà Nội,Nam Từ Liêm,Nhà riêng tại đường Nhân Mỹ,"Đường Nhân Mỹ, Phường Mỹ Đình 1, Nam Từ Liêm, Hà Nội",02/05/2024
45 m²,"8,5 tỷ",4 m,,,,6 tầng,4 phòng,3 phòng,Sổ đỏ/ Sổ hồng,,Hà Nội,Thanh Xuân,Nhà riêng tại phố Quan Nhân,"Phố Quan Nhân, Phường Nhân Chính, Thanh Xuân, Hà Nội",04/05/2024
30 m²,"1,75 tỷ","3,2 m",6 m,,,3 tầng,2 phòng,2 phòng,Sổ đỏ/ Sổ hồng,,Hà Nội,Long Biên,Nhà riêng tại đường Độc Lập,"Tổ 4, Đường Độc Lập, Phường Cự Khối, Long Biên, Hà Nội",04/05/2024
35 m²,"5,55 tỷ",,,,,5 tầng,,,Sổ đỏ/ Sổ hồng.,Đầy đủ,Hà Nội,Long Biên,Nhà riêng tại đường Nguyễn Văn Cừ,"Đường Nguyễn Văn Cừ, Phường Ngọc Lâm, Long Biên, Hà Nội",29/04/2024
80 m²,24 tỷ,"5,5 m",15 m,Đông,Đông,6 tầng,8 phòng,7 phòng,Sổ đỏ/ Sổ hồng,,Hà Nội,Long Biên,Nhà riêng tại đường Ngọc Thụy,"Đường Ngọc Thụy, Phường Ngọc Thụy, Long Biên, Hà Nội",04/05/2024
166 m²,70 tỷ,14 m,15 m,Tây - Nam,Đông - Bắc,4 tầng,5 phòng,5 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Hà Nội,Cầu Giấy,Nhà mặt phố tại đường Hoàng Ngân,"Đường Hoàng Ngân, Phường Trung Hòa, Cầu Giấy, Hà Nội",02/05/2024
41 m²,"6,4 tỷ",,,,,5 tầng,,,Sổ đỏ/ Sổ hồng,Đầy đủ,Hà Nội,Long Biên,Nhà riêng tại đường Ngọc Lâm,"Đường Ngọc Lâm, Phường Ngọc Lâm, Long Biên, Hà Nội",02/05/2024
40 m²,"3,8 tỷ","3,5 m",4 m,,,4 tầng,4 phòng,4 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Hà Nội,Long Biên,Nhà riêng tại phường Thạch Bàn,"Phường Thạch Bàn, Long Biên, Hà Nội",04/05/2024
190 m²,46 tỷ,,20 m,Đông - Nam,,3 tầng,6 phòng,4 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Hà Nội,Tây Hồ,Nhà mặt phố tại đường Lạc Long Quân,"Đường Lạc Long Quân, Phường Xuân La, Tây Hồ, Hà Nội",04/05/2024
35 m²,"4,6 tỷ",,,,,4 tầng,4 phòng,3 phòng,Sổ đỏ/ Sổ hồng,Cơ bản,Hà Nội,Bắc Từ Liêm,Nhà riêng tại đường Cầu Diễn,"Đường Cầu Diễn, Phường Phúc Diễn, Bắc Từ Liêm, Hà Nội",04/05/2024
60 m²,"10,2 tỷ","7,5 m","2,5 m",,,7 tầng,10 phòng,10 phòng,"- Sổ đẹp, vuông vắn, chính chủ.","Đầy đủ nóng lạnh, điều hoà, hệ thống bếp, giường tủ, hút mùi, tủ lạnh. Khóa vân tay, điện thông minh. Mặt tiền rộng nên tất cả các phòng đều có ban công, ánh sáng tự nhiên.,",Hà Nội,Nam Từ Liêm,Nhà riêng tại đường Mễ Trì,"Đường Mễ Trì, Phường Mễ Trì, Nam Từ Liêm, Hà Nội.",04/05/2024
62 m²,"7,3 tỷ",,,,,4 tầng,4 phòng,,Sổ đỏ/ Sổ hồng,,Hà Nội,Hai Bà Trưng,Nhà riêng tại phố Lê Thanh Nghị,"Phố Lê Thanh Nghị, Phường Đồng Tâm, Hai Bà Trưng, Hà Nội",04/05/2024
77 m²,22 tỷ,"5,8 m",,,,7 tầng,7 phòng,7 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Hà Nội,Cầu Giấy,Nhà riêng tại đường Cầu Giấy,"Đường Cầu Giấy, Phường Quan Hoa, Cầu Giấy, Hà Nội",04/05/2024
50 m²,"3,89 tỷ",,,,,4 tầng,,,"+ Sổ đỏ chính chủ, cất két sẵn sàng giao dịch.",Cơ bản.,Hà Nội,Nam Từ Liêm,Nhà riêng tại phường Xuân Phương,"Phường Xuân Phương, Nam Từ Liêm, Hà Nội.",04/05/2024
44 m²,"13,9 tỷ","4,6 m",,,,6 tầng,6 phòng,5 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Hà Nội,Cầu Giấy,Nhà riêng tại đường Nguyễn Khang,"Đường Nguyễn Khang, Phường Yên Hòa, Cầu Giấy, Hà Nội",23/04/2024
81 m²,15 tỷ,"4,8 m",,,,6 tầng,6 phòng,6 phòng,Sổ đỏ,,Hà Nội,Tây Hồ,Nhà mặt phố tại đường An Dương,"Đường An Dương, Phường Yên Phụ, Tây Hồ, Hà Nội",04/05/2024
50 m²,12 tỷ,,,,,4 tầng,3 phòng,3 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Hà Nội,Cầu Giấy,Nhà riêng tại đường Cầu Giấy,"Đường Cầu Giấy, Phường Quan Hoa, Cầu Giấy, Hà Nội",04/05/2024
"88,8 m²","5,55 tỷ",,,Đông - Nam,,,2 phòng,2 phòng,Hợp đồng mua bán,Đầy đủ,Hà Nội,Cầu Giấy,Căn hộ chung cư tại Hà Nội Paragon,"Dự án Hà Nội Paragon, Đường Duy Tân, Phường Dịch Vọng Hậu, Cầu Giấy, Hà Nội",04/05/2024
42 m²,"6,3 tỷ",,,,,4 tầng,4 phòng,,Sổ đỏ,,Hà Nội,Hà Đông,Nhà riêng tại đường Văn Quán,"Đường Văn Quán, Phường Mỗ Lao, Hà Đông, Hà Nội",04/05/2024
45 m²,"7,5 tỷ",,6 m,Đông - Nam,,4 tầng,4 phòng,,Sổ đỏ/ Sổ hồng,Đầy đủ,Hà Nội,Hà Đông,Nhà riêng tại phố Vạn Phúc,"Phố Vạn Phúc, Phường Vạn Phúc, Hà Đông, Hà Nội",04/05/2024
