Diện tích,Mức giá,Mặt tiền,Đường vào,Số tầng,Số phòng ngủ,Pháp lý,Nội thất,Quận,Thành phố,Loại,Địa chỉ,Ngày đăng,Số toilet,Hướng nhà,Hướng ban công
65 m²,"2,93 tỷ",,,,2 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Hà Nội,Bắc Từ Liêm,Căn hộ chung cư tại Khu đô thị mới Resco,"Dự án Resco Cổ Nhuế, Đường Phạm Văn Đồng, Phường Cổ Nhuế 2, Bắc Từ Liêm, Hà Nội",03/05/2024,2 phòng,Nam,Bắc
50 m²,"9,7 tỷ",5 m,4 m,6 tầng,10 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Hà Nội,Cầu Giấy,Nhà riêng tại đường Cầu Giấy,"Đường Cầu Giấy, Phường Dịch Vọng, Cầu Giấy, Hà Nội",06/05/2024,10 phòng,,
41 m²,"21,8 tỷ","4,5 m",15 m,5 tầng,3 phòng,Sổ đỏ,Xịn sò,Hà Nội,Hoàn Kiếm,Nhà mặt phố tại đường Nguyễn Thái Học,"Đường Nguyễn Thái Học, Phường Cửa Nam, Hoàn Kiếm, Hà Nội",06/05/2024,3 phòng,,
52 m²,"6,85 tỷ",9 m,"2,5 m",4 tầng,4 phòng,Sổ đỏ/ Sổ hồng,Cơ bản,Hà Nội,Cầu Giấy,Nhà riêng tại đường Cầu Giấy,"Đường Cầu Giấy, Phường Dịch Vọng, Cầu Giấy, Hà Nội",06/05/2024,4 phòng,Tây - Nam,Tây - Nam
75 m²,18 tỷ,"5,5 m",,5 tầng,,Sổ đỏ,Đầy đủ,Hà Nội,Đống Đa,Nhà riêng tại phố Thái Hà,"Phố Thái Hà, Phường Trung Liệt, Đống Đa, Hà Nội",03/05/2024,,,
250 m²,Thỏa thuận,,,,,,,Hà Nội,Tây Hồ,Căn hộ chung cư tại Sunshine Crystal River,"Dự án Sunshine Crystal River, Phường Phú Thượng, Tây Hồ, Hà Nội",06/05/2024,,,
68 m²,"4,82 tỷ",,,,2 phòng,Sổ đỏ/ Sổ hồng.,,Hà Nội,Bắc Từ Liêm,Căn hộ chung cư tại Khu Ngoại Giao Đoàn,"Dự án Khu Ngoại Giao Đoàn, Đường Xuân Đỉnh, Phường Xuân Đỉnh, Bắc Từ Liêm, Hà Nội",06/05/2024,2 phòng,,
88 m²,"8,2 tỷ",,,,2 phòng,Sổ đỏ/ Sổ hồng,,Hà Nội,Tây Hồ,Căn hộ chung cư tại D’. Le Roi Soleil,"D’. Le Roi Soleil , 59, Đường Xuân Diệu, Phường Quảng An, Tây Hồ, Hà Nội",04/05/2024,2 phòng,Tây - Bắc,Đông - Nam
88 m²,"8,8 tỷ",,,,2 phòng,Sổ đỏ/ Sổ hồng,Nội thất nhập cao cấp.,Hà Nội,Tây Hồ,Căn hộ chung cư tại D’. Le Roi Soleil,"Dự án D’. Le Roi Soleil , Đường Xuân Diệu, Phường Quảng An, Tây Hồ, Hà Nội",06/05/2024,2 phòng,Đông - Bắc,Tây - Nam
88 m²,"8,2 tỷ",,,,2 phòng,Sổ đỏ/ Sổ hồng,,Hà Nội,Tây Hồ,Căn hộ chung cư tại D’. Le Roi Soleil,"D’. Le Roi Soleil , 59, Đường Xuân Diệu, Phường Quảng An, Tây Hồ, Hà Nội",04/05/2024,2 phòng,Tây - Bắc,Đông - Nam
88 m²,"8,8 tỷ",,,,2 phòng,Sổ đỏ/ Sổ hồng,Nội thất nhập cao cấp.,Hà Nội,Tây Hồ,Căn hộ chung cư tại D’. Le Roi Soleil,"Dự án D’. Le Roi Soleil , Đường Xuân Diệu, Phường Quảng An, Tây Hồ, Hà Nội",06/05/2024,2 phòng,Đông - Bắc,Tây - Nam
188 m²,150 tỷ,9 m,,10 tầng,9 phòng,Chính chủ,Cơ bản,Hà Nội,Cầu Giấy,Nhà mặt phố tại đường Nguyễn Văn Huyên,"Đường Nguyễn Văn Huyên, Phường Dịch Vọng, Cầu Giấy, Hà Nội",06/05/2024,,,
111 m²,"8,7 tỷ",,,,3 phòng,Sổ đỏ/ Sổ hồng,,Hà Nội,Tây Hồ,Căn hộ chung cư tại D’. Le Roi Soleil,"Dự án D’. Le Roi Soleil , 59 Đường Xuân Diệu, Phường Quảng An, Tây Hồ, Hà Nội",04/05/2024,3 phòng,Tây - Bắc,
111 m²,"11,7 tỷ",,,,3 phòng,Sổ đỏ/ Sổ hồng,,Hà Nội,Tây Hồ,Căn hộ chung cư tại D’. Le Roi Soleil,"D’. Le Roi Soleil , số 59, Đường Xuân Diệu, Phường Quảng An, Tây Hồ, Hà Nội",06/05/2024,3 phòng,,
82 m²,Thỏa thuận,,,,2 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Hà Nội,Long Biên,Căn hộ chung cư tại Green House,"Dự án Green House, Phường Đức Giang, Long Biên, Hà Nội",06/05/2024,2 phòng,,
111 m²,"11,6 tỷ",,,,2 phòng,Sổ đỏ/ Sổ hồng,,Hà Nội,Tây Hồ,Căn hộ chung cư tại D’. Le Roi Soleil,"D’. Le Roi Soleil , số 2, Đường Đặng Thai Mai, Phường Quảng An, Tây Hồ, Hà Nội",06/05/2024,2 phòng,Đông - Bắc,Tây - Nam
50 m²,"12,3 tỷ",5 m,,5 tầng,4 phòng,,,Hà Nội,Cầu Giấy,Nhà riêng tại đường Nguyễn Khánh Toàn,"Đường Nguyễn Khánh Toàn, Phường Quan Hoa, Cầu Giấy, Hà Nội",06/05/2024,,,
146 m²,11 tỷ,,,,3 phòng,,,Hà Nội,Tây Hồ,Căn hộ chung cư tại D’. Le Roi Soleil,"D’. Le Roi Soleil , số 59, Đường Xuân Diệu, Phường Quảng An, Tây Hồ, Hà Nội",03/05/2024,2 phòng,,
105 m²,"8,95 tỷ",,,,3 phòng,Sổ đỏ/ Sổ hồng,Full nội thất cao cấp.,Hà Nội,Tây Hồ,Căn hộ chung cư tại D’. Le Roi Soleil,"Dự án D’. Le Roi Soleil , Đường Xuân Diệu, Phường Quảng An, Tây Hồ, Hà Nội",06/05/2024,3 phòng,Đông - Nam,Tây - Bắc
111 m²,"9,5 tỷ",,,,3 phòng,,,Hà Nội,Tây Hồ,Căn hộ chung cư tại D’. Le Roi Soleil,"D’. Le Roi Soleil , số 59, Đường Xuân Diệu, Phường Quảng An, Tây Hồ, Hà Nội",06/05/2024,3 phòng,Tây - Bắc,Đông - Nam
56 m²,"1,9 tỷ",,,3 tầng,3 phòng,Sổ đỏ/ Sổ hồng,Cơ bản,Hà Nội,Hoài Đức,Nhà riêng tại đường La Tinh,"Đường La Tinh, Xã Đông La, Hoài Đức, Hà Nội",27/04/2024,3 phòng,,
111 m²,"12,5 tỷ",,,,3 phòng,Sổ đỏ/ Sổ hồng,Full nội thất như hình.,Hà Nội,Tây Hồ,Căn hộ chung cư tại D’. Le Roi Soleil,"D’. Le Roi Soleil , số 59, Đường Xuân Diệu, Phường Quảng An, Tây Hồ, Hà Nội",06/05/2024,3 phòng,Tây - Bắc,Đông - Nam
94 m²,"5,5 tỷ",,,,2 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Hà Nội,Thanh Xuân,Căn hộ chung cư tại Golden Land,"Golden Land, 275, Đường Nguyễn Trãi, Phường Thanh Xuân Trung, Thanh Xuân, Hà Nội",06/05/2024,2 phòng,Tây - Bắc,Tây - Bắc
40 m²,32 tỷ,,,5 tầng,3 phòng,Sổ đỏ/ Sổ hồng,Cơ bản,Hà Nội,Hoàn Kiếm,Nhà mặt phố tại phố Mã Mây,"Phố Mã Mây, Phường Hàng Buồm, Hoàn Kiếm, Hà Nội",06/05/2024,,,
234 m²,"25,5 tỷ",,,,4 phòng,,,Hà Nội,Tây Hồ,Căn hộ chung cư tại D’. Le Roi Soleil,"D’. Le Roi Soleil , số 59, Đường Xuân Diệu, Phường Quảng An, Tây Hồ, Hà Nội",04/05/2024,,,
40 m²,"13,8 tỷ","3,5 m",24 m,6 tầng,8 phòng,Sổ đỏ/ Sổ hồng,Cơ bản,Hà Nội,Hà Đông,Nhà mặt phố tại đường Quang Trung,"Đường Quang Trung, Phường La Khê, Hà Đông, Hà Nội",06/05/2024,5 phòng,Đông - Nam,
35 m²,"3,41 tỷ","5,5 m",,3 tầng,3 phòng,Sổ đỏ/ Sổ hồng,,Hà Nội,Hà Đông,Nhà riêng tại đường Quang Trung,"Ngõ 1175, Đường Quang Trung, Phường Yên Nghĩa, Hà Đông, Hà Nội",06/05/2024,2 phòng,,
82 m²,22 tỷ,"5,5 m",,6 tầng,5 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Hà Nội,Đống Đa,Nhà riêng tại đường Võ Văn Dũng,"Đường Võ Văn Dũng, Phường Quang Trung, Đống Đa, Hà Nội",06/05/2024,5 phòng,,
106 m²,36 tỷ,6 m,12 m,8 tầng,7 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Hà Nội,Nam Từ Liêm,Nhà riêng tại đường Liên Cơ,"Đường Liên Cơ, Phường Mỹ Đình 2, Nam Từ Liêm, Hà Nội",01/05/2024,7 phòng,,
35 m²,"3,41 tỷ","5,5 m",,3 tầng,3 phòng,Sổ đỏ/ Sổ hồng,,Hà Nội,Hà Đông,Nhà riêng tại đường Quang Trung,"Ngõ 1175, Đường Quang Trung, Phường Yên Nghĩa, Hà Đông, Hà Nội",06/05/2024,2 phòng,,
82 m²,22 tỷ,"5,5 m",,6 tầng,5 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Hà Nội,Đống Đa,Nhà riêng tại đường Võ Văn Dũng,"Đường Võ Văn Dũng, Phường Quang Trung, Đống Đa, Hà Nội",06/05/2024,5 phòng,,
106 m²,36 tỷ,6 m,12 m,8 tầng,7 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Hà Nội,Nam Từ Liêm,Nhà riêng tại đường Liên Cơ,"Đường Liên Cơ, Phường Mỹ Đình 2, Nam Từ Liêm, Hà Nội",01/05/2024,7 phòng,,
47 m²,"1,85 tỷ",,,3 tầng,,,,Hà Nội,Chương Mỹ,Nhà riêng tại thị trấn Chúc Sơn,"Thị trấn Chúc Sơn, Chương Mỹ, Hà Nội",06/05/2024,,,
128 m²,"23,6 tỷ",7 m,4 m,7 tầng,42 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Hà Nội,Bắc Từ Liêm,Nhà riêng tại phố Trần Cung,"Phố Trần Cung, Phường Cổ Nhuế 1, Bắc Từ Liêm, Hà Nội",01/05/2024,42 phòng,,
80 m²,"3,42 tỷ",,,,2 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Hà Nội,Cầu Giấy,Căn hộ chung cư tại phố Trần Quý Kiên,"Phố Trần Quý Kiên, Phường Nghĩa Đô, Cầu Giấy, Hà Nội",03/05/2024,2 phòng,,
"145,8 m²","18,9 tỷ",,,,,Sổ đỏ/ Sổ hồng,,Hà Nội,Long Biên,Nhà riêng tại đường Nguyễn Văn Cừ,"Đường Nguyễn Văn Cừ, Phường Ngọc Lâm, Long Biên, Hà Nội",04/05/2024,,,
82 m²,"25,2 tỷ","6,3 m",4 m,8 tầng,19 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Hà Nội,Đống Đa,Nhà riêng tại phố Thái Hà,"Phố Thái Hà, Phường Trung Liệt, Đống Đa, Hà Nội",02/05/2024,20 phòng,Đông - Bắc,Đông - Nam
64 m²,"7,98 tỷ",,,5 tầng,6 phòng,Sổ đỏ/ Sổ hồng,,Hà Nội,Nam Từ Liêm,Nhà riêng tại đường Mễ Trì Thượng,"Đường Mễ Trì Thượng, Phường Mễ Trì, Nam Từ Liêm, Hà Nội",06/05/2024,6 phòng,Tây - Nam,
50 m²,"8,8 tỷ",,,,,Sổ đỏ/ Sổ hồng,,Hà Nội,Hà Đông,Nhà riêng tại đường Văn Phú,"Đường Văn Phú, Phường Phúc La, Hà Đông, Hà Nội",06/05/2024,,,
40 m²,23 tỷ,4 m,20 m,8 tầng,6 phòng,"Sổ đỏ, hoàn công đủ.",Nội thất toàn đồ xịn.,Hà Nội,Hai Bà Trưng,Nhà mặt phố tại đường Thái Phiên,"Đường Thái Phiên, Phường Lê Đại Hành, Hai Bà Trưng, Hà Nội",06/05/2024,6 phòng,,
54 m²,9 tỷ,7 m,3 m,7 tầng,17 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Hà Nội,Bắc Từ Liêm,Nhà riêng tại đường Phú Diễn,"Đường Phú Diễn, Phường Phú Diễn, Bắc Từ Liêm, Hà Nội",28/04/2024,17 phòng,,
75 m²,"12,5 tỷ",5 m,4 m,7 tầng,21 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Hà Nội,Nam Từ Liêm,Nhà riêng tại đường Mỹ Đình,"đường Mỹ Đình, Phường Mỹ Đình 1, Nam Từ Liêm, Hà Nội",25/04/2024,21 phòng,,
200 m²,113 tỷ,"7,5 m",30 m,3 tầng,3 phòng,Sổ đỏ/ Sổ hồng,,Hà Nội,Hai Bà Trưng,Nhà mặt phố tại đường Triệu Việt Vương,"Đường Triệu Việt Vương, Phường Bùi Thị Xuân, Hai Bà Trưng, Hà Nội",06/05/2024,3 phòng,,
170 m²,89 tỷ,"6,5 m",20 m,3 tầng,4 phòng,Sổ đỏ/ Sổ hồng,,Hà Nội,Hai Bà Trưng,Nhà mặt phố tại đường Triệu Việt Vương,"Đường Triệu Việt Vương, Phường Bùi Thị Xuân, Hai Bà Trưng, Hà Nội",29/04/2024,4 phòng,,
72 m²,"16,5 tỷ","4,5 m",,6 tầng,5 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Hà Nội,Nam Từ Liêm,Nhà riêng tại đường Lê Quang Đạo,"Đường Lê Quang Đạo, Phường Phú Đô, Nam Từ Liêm, Hà Nội",06/05/2024,8 phòng,Đông - Nam,
104 m²,"4,45 tỷ",,,,3 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Hà Nội,Bắc Từ Liêm,Căn hộ chung cư tại Khu đô thị mới Resco,"Dự án Resco Cổ Nhuế, Đường Phạm Văn Đồng, Phường Cổ Nhuế 2, Bắc Từ Liêm, Hà Nội",06/05/2024,2 phòng,Đông,Tây - Bắc
125 m²,"6,95 tỷ",,,,3 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Hà Nội,Tây Hồ,Căn hộ chung cư tại Tây Hồ Residence,"Tây Hồ Residence, 158, Đường Võ Chí Công, Phường Xuân La, Tây Hồ, Hà Nội",06/05/2024,2 phòng,Nam,Đông - Bắc
36 m²,7 tỷ,,,5 tầng,,Sổ đỏ/ Sổ hồng,Đầy đủ,Hà Nội,Hà Đông,Nhà riêng tại phường Vạn Phúc,"Phường Vạn Phúc, Hà Đông, Hà Nội",06/05/2024,,,
99 m²,"4,85 tỷ",,,,3 phòng,Hợp đồng mua bán,Full nội thất,Hà Nội,Tây Hồ,Căn hộ chung cư tại Tây Hồ River View,"Tây Hồ River View, Số 2, Phố Thượng Thụy, Phường Phú Thượng, Tây Hồ, Hà Nội",06/05/2024,2 phòng,Tây - Nam,Đông - Bắc
104 m²,"4,45 tỷ",,,,3 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Hà Nội,Bắc Từ Liêm,Căn hộ chung cư tại Khu đô thị mới Resco,"Dự án Resco Cổ Nhuế, Đường Phạm Văn Đồng, Phường Cổ Nhuế 2, Bắc Từ Liêm, Hà Nội",06/05/2024,2 phòng,Đông,Tây - Bắc
125 m²,"6,95 tỷ",,,,3 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Hà Nội,Tây Hồ,Căn hộ chung cư tại Tây Hồ Residence,"Tây Hồ Residence, 158, Đường Võ Chí Công, Phường Xuân La, Tây Hồ, Hà Nội",06/05/2024,2 phòng,Nam,Đông - Bắc
36 m²,7 tỷ,,,5 tầng,,Sổ đỏ/ Sổ hồng,Đầy đủ,Hà Nội,Hà Đông,Nhà riêng tại phường Vạn Phúc,"Phường Vạn Phúc, Hà Đông, Hà Nội",06/05/2024,,,
99 m²,"4,85 tỷ",,,,3 phòng,Hợp đồng mua bán,Full nội thất,Hà Nội,Tây Hồ,Căn hộ chung cư tại Tây Hồ River View,"Tây Hồ River View, Số 2, Phố Thượng Thụy, Phường Phú Thượng, Tây Hồ, Hà Nội",06/05/2024,2 phòng,Tây - Nam,Đông - Bắc
107 m²,"5,3 tỷ",,,,3 phòng,Sổ đỏ/ Sổ hồng,Cơ bản,Hà Nội,Tây Hồ,Căn hộ chung cư tại Khu chung cư Xuân La,"Dự án Chung cư Xuân La, Đường Võ Chí Công, Phường Xuân La, Tây Hồ, Hà Nội",06/05/2024,2 phòng,Tây - Bắc,Đông - Nam
42 m²,"8,79 tỷ",4 m,,6 tầng,10 phòng,Pháp lý: Sổ đỏ chính chủ sẵn sàng giao dịch.,Đầy đủ - full nội thất cao cấp.,Hà Nội,Nam Từ Liêm,Nhà riêng tại đường Đỗ Đức Dục,"Đường Đỗ Đức Dục, Phường Mễ Trì, Nam Từ Liêm, Hà Nội",06/05/2024,10 phòng,,
71 m²,"5,5 tỷ",,,,2 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Hà Nội,Tây Hồ,Căn hộ chung cư tại Tây Hồ Residence,"Tây Hồ Residence, 158, Đường Võ Chí Công, Phường Xuân La, Tây Hồ, Hà Nội",06/05/2024,2 phòng,Tây,Đông
103 m²,"24,49 tỷ","4,5 m",,4 tầng,4 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Hà Nội,Thanh Xuân,Nhà mặt phố tại phố Phương Liệt,"Phố Phương Liệt, Phường Phương Liệt, Thanh Xuân, Hà Nội",06/05/2024,5 phòng,Đông,Đông
95 m²,"5,5 tỷ",,,,3 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Hà Nội,Bắc Từ Liêm,Căn hộ chung cư tại CT3 Cổ Nhuế,"Dự án CT3 Cổ Nhuế, Đường Phạm Văn Đồng, Phường Cổ Nhuế 1, Bắc Từ Liêm, Hà Nội",06/05/2024,2 phòng,Tây - Bắc,Đông - Nam
60 m²,"29,8 tỷ","4,1 m",,6 tầng,6 phòng,Sổ đỏ/ Sổ hồng.,Đầy đủ,Hà Nội,Hoàng Mai,Nhà mặt phố tại đường Kim Đồng,"Đường Kim Đồng, Phường Tân Mai, Hoàng Mai, Hà Nội",06/05/2024,6 phòng,,
41 m²,"7,5 tỷ",,,5 tầng,8 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Hà Nội,Thanh Xuân,Nhà riêng tại phố Vũ Tông Phan,"Phố Vũ Tông Phan, Phường Khương Đình, Thanh Xuân, Hà Nội",04/05/2024,,,
154 m²,"44,8 tỷ","6,2 m",10 m,9 tầng,15 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Hà Nội,Tây Hồ,Nhà riêng tại đường Lạc Long Quân,"Đường Lạc Long Quân, Phường Xuân La, Tây Hồ, Hà Nội",02/05/2024,15 phòng,,
126 m²,"25,2 tỷ","10,5 m",10 m,1 tầng,4 phòng,Sổ đỏ/ Sổ hồng.,Đầy đủ,Hà Nội,Nam Từ Liêm,Nhà riêng tại đường Lương Thế Vinh,"Đường Lương Thế Vinh, Phường Trung Văn, Nam Từ Liêm, Hà Nội.",04/05/2024,3 phòng,,
120 m²,"34,5 tỷ",9 m,8 m,6 tầng,17 phòng,"+ Sổ đỏ hoa hậu, sẵn sàng giao dịch.",Đầy đủ,Hà Nội,Nam Từ Liêm,Nhà riêng tại đường Hồ Mễ Trì,"Đường Hồ Mễ Trì, Phường Mễ Trì, Nam Từ Liêm, Hà Nội.",04/05/2024,17 phòng,,
55 m²,25 tỷ,"4,1 m",20 m,3 tầng,3 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Hà Nội,Đống Đa,Nhà riêng tại đường Nguyễn Văn Tuyết,"Đường Nguyễn Văn Tuyết, Phường Quang Trung, Đống Đa, Hà Nội",02/05/2024,3 phòng,,
"65,5 m²","11,5 tỷ",,,1 tầng,1 phòng,Sổ đỏ/ Sổ hồng,Cơ bản,Hà Nội,Long Biên,Nhà mặt phố tại đường Ngô Gia Tự,"Đường Ngô Gia Tự, Phường Đức Giang, Long Biên, Hà Nội",06/05/2024,2 phòng,,
40 m²,17 tỷ,"3,5 m",,,,Sổ đỏ/ Sổ hồng,,Hà Nội,Thanh Xuân,Bán đất tại đường Nguyễn Xiển,"Đường Nguyễn Xiển, Phường Hạ Đình, Thanh Xuân, Hà Nội",06/05/2024,,,
38 m²,8 tỷ,"3,45 m",,6 tầng,11 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Hà Nội,Cầu Giấy,Nhà riêng tại đường Lê Đức Thọ,"Đường Lê Đức Thọ, Phường Mai Dịch, Cầu Giấy, Hà Nội",06/05/2024,,,
46 m²,"7,55 tỷ",,,4 tầng,4 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Hà Nội,Thanh Xuân,Nhà riêng tại đường Hoàng Văn Thái,"Đường Hoàng Văn Thái, Phường Khương Mai, Thanh Xuân, Hà Nội",04/05/2024,,,
136 m²,38 tỷ,6 m,"4,5 m",5 tầng,5 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Hà Nội,Tây Hồ,Nhà riêng tại đường Đặng Thai Mai,"Đường Đặng Thai Mai, Phường Quảng An, Tây Hồ, Hà Nội",06/05/2024,5 phòng,,
355 m²,35 tỷ,,,,5 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Hà Nội,Thanh Xuân,Căn hộ chung cư tại Royal City,"Dự án Royal City, Đường Nguyễn Trãi, Phường Thượng Đình, Thanh Xuân, Hà Nội",06/05/2024,4 phòng,Tây - Nam,Đông - Bắc
95 m²,"5,17 tỷ",,,,3 phòng,,,Hà Nội,Hoài Đức,Căn hộ chung cư tại Moonlight 1 - An Lạc Green Symphony,"Dự án Moonlight 1 - An Lạc Green Symphony, Xã An Khánh, Hoài Đức, Hà Nội",06/05/2024,2 phòng,,
78 m²,63 tỷ,"5,2 m",,5 tầng,14 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Hà Nội,Hoàn Kiếm,Nhà mặt phố tại đường Đào Duy Từ,"Đường Đào Duy Từ, Phường Hàng Buồm, Hoàn Kiếm, Hà Nội",06/05/2024,15 phòng,,
138 m²,"7,4 tỷ",,,,3 phòng,,,Hà Nội,Cầu Giấy,Căn hộ chung cư tại Hà Nội Paragon,"Hà Nội Paragon, 181, Đường Trần Quốc Vượng, Phường Dịch Vọng Hậu, Cầu Giấy, Hà Nội",06/05/2024,2 phòng,,
34 m²,"1,95 tỷ",,,3 tầng,3 phòng,Sổ đỏ/ Sổ hồng,Cơ bản,Hà Nội,Hà Đông,Nhà riêng tại đường Phú Lãm,"Đường Phú Lãm, Phường Phú Lãm, Hà Đông, Hà Nội",06/05/2024,3 phòng,,
40 m²,"6,9 tỷ","3,5 m",2 m,4 tầng,4 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Hà Nội,Đống Đa,Nhà riêng tại phố Láng Hạ,"Phố Láng Hạ, Phường Láng Hạ, Đống Đa, Hà Nội",06/05/2024,3 phòng,Tây - Nam,
31 m²,"1,5 tỷ",4 m,"2,5 m",3 tầng,3 phòng,Sổ đỏ/ Sổ hồng,Cơ bản,Hà Nội,Chương Mỹ,Nhà riêng tại đường 6,"Đường 6, Xã Phụng Châu, Chương Mỹ, Hà Nội",04/05/2024,2 phòng,,
90 m²,36 tỷ,5 m,,,,Sổ đỏ/ Sổ hồng,,Hà Nội,Cầu Giấy,Nhà mặt phố tại phố Trung Kính,"Phố Trung Kính, Phường Trung Hòa, Cầu Giấy, Hà Nội",06/05/2024,,,
42 m²,"6,6 tỷ","4,4 m",,4 tầng,3 phòng,Sổ đỏ/ Sổ hồng,,Hà Nội,Hai Bà Trưng,Nhà riêng tại phố Yên Lạc,"Phố Yên Lạc, Phường Vĩnh Tuy, Hai Bà Trưng, Hà Nội",06/05/2024,3 phòng,,
50 m²,"6,6 tỷ","4,4 m",,4 tầng,4 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Hà Nội,Hai Bà Trưng,Nhà riêng tại đường Trương Định,"Đường Trương Định, Phường Trương Định, Hai Bà Trưng, Hà Nội",06/05/2024,4 phòng,,
60 m²,"13,8 tỷ","4,1 m",,5 tầng,6 phòng,Sổ đỏ/ Sổ hồng.,Đầy đủ.,Hà Nội,Hoàng Mai,Nhà riêng tại đường Kim Đồng,"Đường Kim Đồng, Phường Tân Mai, Hoàng Mai, Hà Nội",06/05/2024,6 phòng,,
64 m²,9 tỷ,,,6 tầng,,Sổ đỏ/ Sổ hồng,Đầy đủ,Hà Nội,Long Biên,Nhà riêng tại đường Bồ Đề,"Đường Bồ Đề, Phường Bồ Đề, Long Biên, Hà Nội",06/05/2024,,,
32 m²,"6,4 tỷ",,,4 tầng,3 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Hà Nội,Đống Đa,Nhà riêng tại đường Yên Lãng,"Đường Yên Lãng, Phường Thịnh Quang, Đống Đa, Hà Nội",06/05/2024,3 phòng,,
45 m²,"6,9 tỷ",10 m,,,2 phòng,,,Hà Nội,Đống Đa,Nhà riêng tại phố Xã Đàn,"Phố Xã Đàn, Phường Nam Đồng, Đống Đa, Hà Nội",06/05/2024,2 phòng,,
33 m²,"6,75 tỷ",,,5 tầng,4 phòng,Sổ đỏ/ Sổ hồng,Cơ bản,Hà Nội,Đống Đa,Nhà riêng tại phường Ô Chợ Dừa,"Phường Ô Chợ Dừa, Đống Đa, Hà Nội",06/05/2024,,,
60 m²,"18,5 tỷ",,,5 tầng,5 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Hà Nội,Ba Đình,Nhà riêng tại đường Bưởi,"Đường Bưởi, Phường Vĩnh Phúc, Ba Đình, Hà Nội",06/05/2024,4 phòng,Đông - Bắc,
45 m²,"6,9 tỷ",,,,2 phòng,,,Hà Nội,Đống Đa,Nhà riêng tại đường Nam Đồng,"Đường Nam Đồng, Phường Nam Đồng, Đống Đa, Hà Nội",06/05/2024,2 phòng,,
96 m²,4 tỷ,,,,3 phòng,,"Full nội thất gắn tường nhập khẩu xịn: Điều hoà âm trần Mitsu + tủ bếp trên dưới + bếp từ hút mùi Bosch, sàn gỗ, thạch cao, full thiết bị vệ sinh ToTo, chuông FaceID...",Hà Nội,Hà Đông,Căn hộ chung cư tại Grand Sunlake,"Dự án Grand Sunlake, Đường Trần Phú, Phường Văn Quán, Hà Đông, Hà Nội",06/05/2024,2 phòng,,
"44,7 m²","4,3 tỷ",4 m,,4 tầng,,Sổ đỏ/ Sổ hồng,Đầy đủ,Hà Nội,Bắc Từ Liêm,Nhà riêng tại đường Cầu Diễn,"Đường Cầu Diễn, Phường Minh Khai, Bắc Từ Liêm, Hà Nội",06/05/2024,,,
45 m²,"6,9 tỷ",10 m,,,2 phòng,,,Hà Nội,Đống Đa,Nhà riêng tại phố Xã Đàn,"Phố Xã Đàn, Phường Nam Đồng, Đống Đa, Hà Nội",06/05/2024,2 phòng,,
60 m²,"18,5 tỷ",,,5 tầng,5 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Hà Nội,Ba Đình,Nhà riêng tại đường Bưởi,"Đường Bưởi, Phường Vĩnh Phúc, Ba Đình, Hà Nội",06/05/2024,4 phòng,Đông - Bắc,
45 m²,"6,9 tỷ",,,,2 phòng,,,Hà Nội,Đống Đa,Nhà riêng tại đường Nam Đồng,"Đường Nam Đồng, Phường Nam Đồng, Đống Đa, Hà Nội",06/05/2024,2 phòng,,
