Quận,Loại nhà,Diện tích (m²),Mức giá (tỷ),Số phòng ngủ,Số toilet,Loại Nhà (mã hóa),Quận (mã hóa),Khoảng giá,Mức giá (triệu/m²)
Cầu Giấy,Căn hộ chung cư,51.0,4.08,1,1,0,3,1,80.0
Nam Từ Liêm,Nhà riêng,60.0,12.9,4,6,2,12,2,215.0
Thanh Xuân,Căn hộ chung cư,71.0,4.8,2,2,0,18,1,67.6056338028169
Đống Đa,Nhà riêng,32.0,7.0,4,4,2,24,1,218.75
Thanh Xuân,Căn hộ chung cư,76.0,3.85,2,2,0,18,1,50.6578947368421
Gia Lâm,Căn hộ chung cư,48.0,1.65,1,1,0,4,0,34.375
Nam Từ Liêm,Căn hộ chung cư,28.0,1.2,1,1,0,12,0,42.857142857142854
Thanh Xuân,Căn hộ chung cư,104.0,8.5,3,2,0,18,1,81.73076923076923
Tây Hồ,Nhà riêng,46.0,13.8,5,5,2,21,2,300.0
Nam Từ Liêm,Căn hộ chung cư,86.0,5.5,3,2,0,12,1,63.95348837209303
Nam Từ Liêm,Căn hộ chung cư,28.0,1.35,1,1,0,12,0,48.214285714285715
Thanh Xuân,Căn hộ chung cư,104.0,8.5,3,2,0,18,1,81.73076923076923
Hai Bà Trưng,Nhà mặt phố,190.0,72.0,4,4,1,5,3,378.94736842105266
Đống Đa,Nhà riêng,62.0,15.5,5,6,2,24,2,250.0
Hoàng Mai,Nhà riêng,55.0,14.5,5,5,2,8,2,263.6363636363636
Thanh Trì,Nhà riêng,37.0,4.75,4,3,2,17,1,128.3783783783784
Nam Từ Liêm,Căn hộ chung cư,104.0,6.0,3,2,0,12,1,57.69230769230769
Thanh Xuân,Căn hộ chung cư,85.0,5.3,3,2,0,18,1,62.35294117647059
Nam Từ Liêm,Căn hộ chung cư,28.0,1.2,1,1,0,12,0,42.857142857142854
Tây Hồ,Nhà riêng,35.0,13.6,4,5,2,21,2,388.57142857142856
Thanh Xuân,Căn hộ chung cư,70.0,4.5,2,2,0,18,1,64.28571428571429
Tây Hồ,Căn hộ chung cư,141.0,10.998,3,2,0,21,2,78.0
Hoàn Kiếm,Căn hộ chung cư,151.0,86.0,3,2,0,7,3,569.5364238410596
Ba Đình,Căn hộ chung cư,146.0,21.5,4,3,0,0,2,147.26027397260273
Tây Hồ,Căn hộ chung cư,60.0,5.0,2,2,0,21,1,83.33333333333333
Hoàng Mai,Nhà riêng,42.0,7.3,4,5,2,8,1,173.8095238095238
Nam Từ Liêm,Căn hộ chung cư,113.0,8.8,3,2,0,12,1,77.87610619469027
Cầu Giấy,Nhà riêng,45.0,9.0,5,4,2,3,1,200.0
Bắc Từ Liêm,Nhà riêng,50.0,8.0,4,4,2,1,1,160.0
Tây Hồ,Căn hộ chung cư,145.0,13.6,3,2,0,21,2,93.79310344827586
Gia Lâm,Căn hộ chung cư,66.0,4.47,2,2,0,4,1,67.72727272727273
Bắc Từ Liêm,Căn hộ chung cư,68.0,3.774,2,2,0,1,1,55.5
Hoàng Mai,Nhà mặt phố,82.0,12.8,5,5,1,8,2,156.09756097560975
Nam Từ Liêm,Căn hộ chung cư,110.0,4.7,3,2,0,12,1,42.72727272727273
Cầu Giấy,Nhà riêng,170.0,32.0,42,43,2,3,2,188.23529411764707
Bắc Từ Liêm,Căn hộ chung cư,100.0,4.65,3,2,0,1,1,46.5
Hai Bà Trưng,Nhà riêng,32.0,5.5,3,4,2,5,1,171.875
Thanh Xuân,Nhà riêng,70.0,25.0,8,9,2,18,2,357.14285714285717
Thanh Xuân,Nhà riêng,84.0,33.0,6,5,2,18,2,392.85714285714283
Quốc Oai,Nhà riêng,60.0,1.83,4,3,2,13,0,30.5
Tây Hồ,Căn hộ chung cư,100.0,8.0,2,2,0,21,1,80.0
Long Biên,Nhà mặt phố,130.0,54.0,10,10,1,10,3,415.38461538461536
Long Biên,Nhà riêng,42.0,6.15,3,4,2,10,1,146.42857142857142
Đông Anh,Căn hộ chung cư,98.0,3.61,3,2,0,23,1,36.83673469387755
Tây Hồ,Nhà riêng,120.0,13.5,7,7,2,21,2,112.5
Nam Từ Liêm,Căn hộ chung cư,88.0,6.2,2,2,0,12,1,70.45454545454545
Tây Hồ,Căn hộ chung cư,145.0,13.5,3,2,0,21,2,93.10344827586206
Hà Đông,Căn hộ chung cư,114.0,4.9,3,2,0,9,1,42.98245614035088
Cầu Giấy,Căn hộ chung cư,153.0,6.2,3,3,0,3,1,40.52287581699346
Nam Từ Liêm,Nhà mặt phố,142.0,56.0,30,32,1,12,3,394.36619718309856
Hà Đông,Căn hộ chung cư,62.0,2.6,2,2,0,9,1,41.935483870967744
Bắc Từ Liêm,Căn hộ chung cư,84.0,3.9,2,2,0,1,1,46.42857142857143
Hoài Đức,Nhà riêng,30.0,3.0,3,4,2,6,1,100.0
Cầu Giấy,Căn hộ chung cư,108.0,7.5,3,2,0,3,1,69.44444444444444
Hoàng Mai,Căn hộ chung cư,76.0,3.26,2,2,0,8,1,42.89473684210526
Nam Từ Liêm,Căn hộ chung cư,61.0,3.4,2,2,0,12,1,55.73770491803279
Long Biên,Nhà riêng,55.0,9.8,5,4,2,10,1,178.1818181818182
Long Biên,Nhà mặt phố,68.0,24.0,5,4,1,10,2,352.94117647058823
Ba Đình,Nhà mặt phố,130.0,62.8,9,15,1,0,3,483.0769230769231
Long Biên,Nhà riêng,31.0,3.68,3,4,2,10,1,118.70967741935483
Hà Đông,Nhà mặt phố,40.0,13.8,5,5,1,9,2,345.0
Hà Đông,Căn hộ chung cư,60.0,2.3,2,2,0,9,1,38.333333333333336
Hà Đông,Căn hộ chung cư,65.0,2.39,2,2,0,9,1,36.76923076923077
Hà Đông,Căn hộ chung cư,127.0,5.95,3,2,0,9,1,46.8503937007874
Thanh Xuân,Căn hộ chung cư,105.0,6.05,3,2,0,18,1,57.61904761904762
Gia Lâm,Căn hộ chung cư,63.0,2.5,2,2,0,4,1,39.682539682539684
Ba Đình,Nhà mặt phố,146.0,105.0,1,1,1,0,3,719.1780821917808
Nam Từ Liêm,Căn hộ chung cư,89.0,4.6,2,2,0,12,1,51.68539325842696
Hà Đông,Căn hộ chung cư,107.0,4.6,3,2,0,9,1,42.99065420560748
Hà Đông,Căn hộ chung cư,85.0,4.0,2,2,0,9,1,47.05882352941177
Cầu Giấy,Căn hộ chung cư,64.0,3.4,2,2,0,3,1,53.125
Nam Từ Liêm,Căn hộ chung cư,78.0,4.0,2,2,0,12,1,51.282051282051285
Hà Đông,Căn hộ chung cư,124.0,5.0,3,2,0,9,1,40.32258064516129
Gia Lâm,Căn hộ chung cư,45.0,2.11,1,1,0,4,1,46.888888888888886
Hai Bà Trưng,Nhà riêng,15.0,1.9,3,2,2,5,0,126.66666666666667
Hai Bà Trưng,Căn hộ chung cư,70.0,3.5,2,2,0,5,1,50.0
Hoàng Mai,Nhà riêng,46.0,4.6,3,3,2,8,1,100.0
Hai Bà Trưng,Căn hộ chung cư,110.0,8.0,3,2,0,5,1,72.72727272727273
Cầu Giấy,Nhà riêng,51.0,15.0,11,11,2,3,2,294.11764705882354
Nam Từ Liêm,Nhà riêng,45.0,6.4,6,6,2,12,1,142.22222222222223
Gia Lâm,Căn hộ chung cư,81.0,4.29,3,2,0,4,1,52.96296296296296
Tây Hồ,Căn hộ chung cư,91.0,6.0,1,2,0,21,1,65.93406593406593
Cầu Giấy,Nhà mặt phố,46.0,25.0,4,4,1,3,2,543.4782608695652
Thanh Xuân,Nhà mặt phố,75.0,21.0,2,2,1,18,2,280.0
Tây Hồ,Căn hộ chung cư,154.0,18.788,4,3,0,21,2,122.0
Hà Đông,Nhà riêng,33.0,2.88,3,4,2,9,1,87.27272727272727
Hoàng Mai,Căn hộ chung cư,108.0,4.2,3,2,0,8,1,38.888888888888886
Tây Hồ,Căn hộ chung cư,258.0,29.0,4,4,0,21,2,112.40310077519379
Tây Hồ,Căn hộ chung cư,215.0,44.0,4,3,0,21,2,204.65116279069767
Gia Lâm,Căn hộ chung cư,62.0,3.27,2,2,0,4,1,52.74193548387097
Thanh Xuân,Căn hộ chung cư,95.0,6.0,3,2,0,18,1,63.1578947368421
Nam Từ Liêm,Căn hộ chung cư,89.0,6.2,2,2,0,12,1,69.66292134831461
Hoàn Kiếm,Nhà mặt phố,45.0,7.9,1,1,1,7,1,175.55555555555554
Đống Đa,Nhà mặt phố,234.0,155.0,10,10,1,24,3,662.3931623931624
Cầu Giấy,Căn hộ chung cư,116.0,4.4,3,2,0,3,1,37.93103448275862
Nam Từ Liêm,Căn hộ chung cư,100.0,6.0,3,3,0,12,1,60.0
Quốc Oai,Nhà riêng,55.0,1.56,4,3,2,13,0,28.363636363636363
Cầu Giấy,Căn hộ chung cư,113.0,8.136,3,2,0,3,1,71.99999999999999
Thanh Xuân,Căn hộ chung cư,90.0,4.7,3,2,0,18,1,52.22222222222222
Nam Từ Liêm,Căn hộ chung cư,58.0,3.35,2,2,0,12,1,57.758620689655174
Hoàng Mai,Căn hộ chung cư,91.0,4.0,3,2,0,8,1,43.956043956043956
Nam Từ Liêm,Căn hộ chung cư,71.0,4.9,2,2,0,12,1,69.01408450704226
Thanh Xuân,Căn hộ chung cư,128.0,6.9,4,2,0,18,1,53.90625
Hoàng Mai,Căn hộ chung cư,77.0,2.75,3,2,0,8,1,35.714285714285715
Cầu Giấy,Căn hộ chung cư,120.0,5.2,3,2,0,3,1,43.333333333333336
Nam Từ Liêm,Căn hộ chung cư,32.0,1.6,1,1,0,12,0,50.0
Nam Từ Liêm,Căn hộ chung cư,48.0,2.5,1,1,0,12,1,52.083333333333336
Nam Từ Liêm,Căn hộ chung cư,30.0,2.2,1,1,0,12,1,73.33333333333333
Nam Từ Liêm,Căn hộ chung cư,26.0,1.7,1,1,0,12,0,65.38461538461539
Nam Từ Liêm,Căn hộ chung cư,133.0,7.0,4,2,0,12,1,52.63157894736842
Hà Đông,Căn hộ chung cư,60.0,3.2,1,1,0,9,1,53.333333333333336
Hoàng Mai,Nhà mặt phố,55.0,17.5,4,4,1,8,2,318.1818181818182
Bắc Từ Liêm,Nhà riêng,70.0,13.6,6,3,2,1,2,194.28571428571428
Gia Lâm,Căn hộ chung cư,43.0,1.97,1,1,0,4,0,45.81395348837209
Nam Từ Liêm,Căn hộ chung cư,112.0,6.5,3,2,0,12,1,58.035714285714285
Thanh Xuân,Căn hộ chung cư,70.0,4.5,2,2,0,18,1,64.28571428571429
Cầu Giấy,Căn hộ chung cư,161.0,7.245,4,3,0,3,1,45.0
Gia Lâm,Căn hộ chung cư,46.0,1.71,1,1,0,4,0,37.17391304347826
Thanh Xuân,Căn hộ chung cư,66.0,4.0,2,2,0,18,1,60.60606060606061
Thanh Xuân,Căn hộ chung cư,97.0,6.5,3,2,0,18,1,67.01030927835052
Hai Bà Trưng,Căn hộ chung cư,83.0,5.8,3,2,0,5,1,69.87951807228916
Thanh Xuân,Căn hộ chung cư,77.0,4.5,2,2,0,18,1,58.44155844155844
Hai Bà Trưng,Căn hộ chung cư,87.0,5.8,3,2,0,5,1,66.66666666666667
Thanh Xuân,Căn hộ chung cư,84.0,4.2,2,2,0,18,1,50.0
Cầu Giấy,Căn hộ chung cư,117.0,8.79,3,2,0,3,1,75.12820512820512
Tây Hồ,Nhà riêng,50.0,16.0,6,5,2,21,2,320.0
Long Biên,Nhà riêng,60.0,10.5,3,3,2,10,2,175.0
Long Biên,Căn hộ chung cư,65.0,2.9,2,2,0,10,1,44.61538461538461
Long Biên,Căn hộ chung cư,73.0,3.3,2,2,0,10,1,45.205479452054796
Cầu Giấy,Căn hộ chung cư,67.0,5.2,2,2,0,3,1,77.61194029850746
Thanh Xuân,Nhà riêng,44.0,7.3,4,3,2,18,1,165.9090909090909
Đống Đa,Nhà mặt phố,110.0,48.0,8,8,1,24,2,436.3636363636364
Hai Bà Trưng,Căn hộ chung cư,75.0,4.05,2,2,0,5,1,54.0
Hà Đông,Nhà riêng,30.0,3.05,3,3,2,9,1,101.66666666666667
Tây Hồ,Căn hộ chung cư,146.0,11.0,3,2,0,21,2,75.34246575342466
Hà Đông,Căn hộ chung cư,137.0,5.25,3,2,0,9,1,38.32116788321168
Đông Anh,Căn hộ chung cư,98.0,3.8,3,2,0,23,1,38.775510204081634
Nam Từ Liêm,Căn hộ chung cư,83.0,4.6,2,2,0,12,1,55.42168674698795
Đống Đa,Căn hộ chung cư,57.0,6.8,2,2,0,24,1,119.29824561403508
Tây Hồ,Nhà riêng,36.0,2.25,1,1,2,21,1,62.5
Đống Đa,Căn hộ chung cư,112.0,5.824,2,2,0,24,1,52.0
Hoàng Mai,Căn hộ chung cư,85.0,4.15,2,2,0,8,1,48.8235294117647
Tây Hồ,Nhà riêng,40.0,6.7,3,4,2,21,1,167.5
Cầu Giấy,Căn hộ chung cư,76.0,5.5,2,2,0,3,1,72.36842105263158
Hà Đông,Nhà mặt phố,200.0,50.0,10,10,1,9,3,250.0
Thanh Xuân,Căn hộ chung cư,167.0,9.3,3,2,0,18,1,55.68862275449102
Long Biên,Nhà mặt phố,80.0,19.5,4,4,1,10,2,243.75
Thanh Xuân,Căn hộ chung cư,71.0,5.05,2,2,0,18,1,71.12676056338029
Nam Từ Liêm,Căn hộ chung cư,60.0,2.75,2,1,0,12,1,45.833333333333336
Hoàng Mai,Căn hộ chung cư,60.0,1.95,2,2,0,8,0,32.5
Đống Đa,Nhà riêng,52.0,8.65,8,5,2,24,1,166.34615384615384
Hà Đông,Căn hộ chung cư,72.0,4.0,2,2,0,9,1,55.55555555555556
Tây Hồ,Nhà mặt phố,250.0,90.0,6,6,1,21,3,360.0
Đống Đa,Nhà mặt phố,410.0,200.0,10,10,1,24,3,487.8048780487805
Hoàng Mai,Căn hộ chung cư,80.0,3.1,2,2,0,8,1,38.75
Hà Đông,Nhà riêng,42.0,5.2,4,4,2,9,1,123.80952380952381
Hoàng Mai,Căn hộ chung cư,47.0,1.78,2,1,0,8,0,37.87234042553192
Hoàng Mai,Căn hộ chung cư,99.0,3.8,2,2,0,8,1,38.38383838383838
Hoàng Mai,Căn hộ chung cư,76.0,2.85,3,2,0,8,1,37.5
Tây Hồ,Nhà riêng,56.0,10.3,3,2,2,21,2,183.92857142857142
Tây Hồ,Căn hộ chung cư,48.0,0.99,2,2,0,21,0,20.625
Hà Đông,Căn hộ chung cư,112.0,4.4,3,3,0,9,1,39.285714285714285
Nam Từ Liêm,Căn hộ chung cư,84.0,5.0,3,2,0,12,1,59.523809523809526
Nam Từ Liêm,Căn hộ chung cư,87.0,3.132,2,2,0,12,1,36.0
Hà Đông,Căn hộ chung cư,72.0,4.1,2,2,0,9,1,56.94444444444444
Nam Từ Liêm,Căn hộ chung cư,105.0,8.9,3,2,0,12,1,84.76190476190476
Nam Từ Liêm,Nhà riêng,65.0,10.4,4,4,2,12,2,160.0
Hà Đông,Căn hộ chung cư,107.0,3.55,3,2,0,9,1,33.177570093457945
Hà Đông,Nhà riêng,33.0,2.67,3,3,2,9,1,80.9090909090909
Hoàng Mai,Nhà riêng,58.0,9.5,6,5,2,8,1,163.79310344827587
Long Biên,Nhà riêng,110.0,31.0,20,15,2,10,2,281.8181818181818
Cầu Giấy,Nhà riêng,52.0,15.0,5,4,2,3,2,288.46153846153845
Long Biên,Nhà riêng,34.0,4.5,4,4,2,10,1,132.35294117647058
Long Biên,Căn hộ chung cư,89.0,4.094,2,2,0,10,1,46.00000000000001
Hai Bà Trưng,Nhà riêng,45.0,12.5,4,5,2,5,2,277.77777777777777
Hoàng Mai,Nhà riêng,75.0,17.5,16,18,2,8,2,233.33333333333334
Hà Đông,Nhà riêng,33.0,6.1,4,4,2,9,1,184.84848484848484
Hoài Đức,Căn hộ chung cư,95.0,5.0,3,2,0,6,1,52.63157894736842
Thanh Xuân,Căn hộ chung cư,55.0,0.9,2,2,0,18,0,16.363636363636363
Cầu Giấy,Căn hộ chung cư,138.0,7.314,3,2,0,3,1,53.0
Cầu Giấy,Căn hộ chung cư,110.0,7.92,3,2,0,3,1,72.0
Nam Từ Liêm,Căn hộ chung cư,138.0,4.5,3,2,0,12,1,32.608695652173914
Thanh Xuân,Căn hộ chung cư,72.0,5.05,2,2,0,18,1,70.13888888888889
Tây Hồ,Nhà riêng,47.0,11.5,4,5,2,21,2,244.68085106382978
Đống Đa,Nhà riêng,46.0,10.0,5,5,2,24,2,217.3913043478261
Nam Từ Liêm,Căn hộ chung cư,61.0,3.5,2,2,0,12,1,57.377049180327866
Nam Từ Liêm,Căn hộ chung cư,54.0,3.75,2,2,0,12,1,69.44444444444444
Đống Đa,Nhà riêng,35.0,5.0,3,4,2,24,1,142.85714285714286
Long Biên,Nhà riêng,52.0,12.7,5,6,2,10,2,244.23076923076923
Nam Từ Liêm,Căn hộ chung cư,78.0,4.0,2,2,0,12,1,51.282051282051285
Thanh Xuân,Căn hộ chung cư,79.0,2.25,2,1,0,18,1,28.481012658227847
Thanh Xuân,Căn hộ chung cư,73.0,4.8,2,2,0,18,1,65.75342465753425
Nam Từ Liêm,Căn hộ chung cư,105.0,4.935,3,2,0,12,1,47.0
Nam Từ Liêm,Căn hộ chung cư,78.0,4.39,2,2,0,12,1,56.282051282051285
Thanh Trì,Căn hộ chung cư,67.0,3.4,2,2,0,17,1,50.74626865671642
Hai Bà Trưng,Căn hộ chung cư,140.0,7.0,4,2,0,5,1,50.0
Bắc Từ Liêm,Căn hộ chung cư,66.0,3.4,2,2,0,1,1,51.515151515151516
Bắc Từ Liêm,Nhà riêng,32.0,6.19,4,5,2,1,1,193.4375
Hà Đông,Căn hộ chung cư,96.0,4.06,3,2,0,9,1,42.291666666666664
Cầu Giấy,Căn hộ chung cư,115.0,5.0,3,2,0,3,1,43.47826086956522
Nam Từ Liêm,Căn hộ chung cư,100.0,3.9,3,2,0,12,1,39.0
Tây Hồ,Nhà riêng,43.0,6.8,5,4,2,21,1,158.13953488372093
Đống Đa,Nhà riêng,15.0,2.0,3,3,2,24,0,133.33333333333334
Đông Anh,Căn hộ chung cư,77.0,2.6,3,2,0,23,1,33.76623376623377
Hoàng Mai,Căn hộ chung cư,77.0,3.3,2,2,0,8,1,42.857142857142854
Tây Hồ,Nhà riêng,60.0,7.45,4,2,2,21,1,124.16666666666667
Long Biên,Nhà riêng,90.0,18.5,6,7,2,10,2,205.55555555555554
Long Biên,Nhà riêng,36.0,5.3,4,3,2,10,1,147.22222222222223
Hà Đông,Căn hộ chung cư,100.0,3.25,3,2,0,9,1,32.5
Thanh Xuân,Căn hộ chung cư,80.0,4.8,2,2,0,18,1,60.0
Tây Hồ,Căn hộ chung cư,175.0,13.5,3,2,0,21,2,77.14285714285714
Nam Từ Liêm,Căn hộ chung cư,128.0,5.76,3,2,0,12,1,45.0
Cầu Giấy,Căn hộ chung cư,54.0,4.2,2,1,0,3,1,77.77777777777777
Ba Đình,Căn hộ chung cư,72.0,9.8,2,2,0,0,1,136.11111111111111
Nam Từ Liêm,Căn hộ chung cư,28.0,1.428,1,1,0,12,0,51.0
Long Biên,Nhà riêng,50.0,6.4,4,2,2,10,1,128.0
Đan Phượng,Căn hộ chung cư,80.0,2.3,2,2,0,22,1,28.75
Bắc Từ Liêm,Nhà riêng,100.0,21.0,22,22,2,1,2,210.0
Thanh Xuân,Căn hộ chung cư,122.0,6.6,3,2,0,18,1,54.09836065573771
Nam Từ Liêm,Nhà mặt phố,216.0,36.5,70,71,1,12,2,168.9814814814815
Nam Từ Liêm,Căn hộ chung cư,436.0,45.78,4,5,0,12,2,105.0
Tây Hồ,Nhà riêng,48.0,10.5,4,4,2,21,2,218.75
Thanh Trì,Căn hộ chung cư,57.0,3.1,2,1,0,17,1,54.3859649122807
Bắc Từ Liêm,Căn hộ chung cư,110.0,5.3,3,2,0,1,1,48.18181818181818
Đống Đa,Căn hộ chung cư,118.0,8.1,3,2,0,24,1,68.64406779661017
Long Biên,Căn hộ chung cư,38.0,2.47,1,1,0,10,1,65.0
Thanh Oai,Nhà riêng,32.0,2.45,3,3,2,16,1,76.5625
Cầu Giấy,Căn hộ chung cư,52.0,3.5,2,1,0,3,1,67.3076923076923
Hà Đông,Căn hộ chung cư,135.0,5.5,3,2,0,9,1,40.74074074074074
Gia Lâm,Căn hộ chung cư,63.0,3.2,2,2,0,4,1,50.79365079365079
Sơn Tây,Nhà mặt phố,240.0,36.8,4,5,1,15,2,153.33333333333334
Nam Từ Liêm,Căn hộ chung cư,78.0,3.9,2,2,0,12,1,50.0
Thanh Trì,Căn hộ chung cư,75.0,3.4,2,2,0,17,1,45.333333333333336
Hai Bà Trưng,Nhà mặt phố,58.0,28.0,4,4,1,5,2,482.7586206896552
Hoàng Mai,Căn hộ chung cư,72.0,2.22,2,2,0,8,1,30.833333333333332
Long Biên,Căn hộ chung cư,105.0,5.2,3,2,0,10,1,49.523809523809526
Hà Đông,Nhà riêng,30.0,4.45,3,4,2,9,1,148.33333333333334
Hoàng Mai,Căn hộ chung cư,69.0,3.5,2,2,0,8,1,50.72463768115942
Nam Từ Liêm,Căn hộ chung cư,71.0,3.0,2,2,0,12,1,42.25352112676056
Cầu Giấy,Căn hộ chung cư,135.0,8.0,4,3,0,3,1,59.25925925925926
Long Biên,Căn hộ chung cư,77.0,3.2,2,2,0,10,1,41.55844155844156
Hà Đông,Căn hộ chung cư,91.0,5.25,3,2,0,9,1,57.69230769230769
Bắc Từ Liêm,Căn hộ chung cư,84.0,4.0,2,2,0,1,1,47.61904761904762
Thanh Xuân,Nhà riêng,41.0,8.5,5,5,2,18,1,207.3170731707317
Bắc Từ Liêm,Căn hộ chung cư,90.0,4.8,3,2,0,1,1,53.333333333333336
Thanh Xuân,Nhà mặt phố,164.0,55.0,6,5,1,18,3,335.3658536585366
Nam Từ Liêm,Căn hộ chung cư,94.0,6.2,3,2,0,12,1,65.95744680851064
Cầu Giấy,Căn hộ chung cư,130.0,7.6,3,2,0,3,1,58.46153846153846
Hai Bà Trưng,Nhà riêng,45.0,8.9,9,10,2,5,1,197.77777777777777
Hoàng Mai,Căn hộ chung cư,93.0,4.8,3,2,0,8,1,51.61290322580645
Hà Đông,Nhà riêng,33.0,2.47,3,3,2,9,1,74.84848484848484
Ba Đình,Nhà riêng,22.0,3.2,2,2,2,0,1,145.45454545454547
Ba Đình,Nhà riêng,54.0,10.3,6,4,2,0,2,190.74074074074073
Tây Hồ,Nhà riêng,73.0,9.1,3,3,2,21,1,124.65753424657534
Long Biên,Căn hộ chung cư,66.0,4.191,2,2,0,10,1,63.5
Thanh Trì,Nhà riêng,45.0,6.0,5,3,2,17,1,133.33333333333334
Hà Đông,Nhà riêng,33.0,2.65,3,3,2,9,1,80.3030303030303
Thanh Xuân,Căn hộ chung cư,70.0,5.0,2,2,0,18,1,71.42857142857143
Hà Đông,Căn hộ chung cư,72.0,2.5,2,2,0,9,1,34.72222222222222
Hoàng Mai,Căn hộ chung cư,82.0,4.4,2,2,0,8,1,53.65853658536585
Thanh Xuân,Nhà riêng,120.0,19.8,32,32,2,18,2,165.0
Cầu Giấy,Căn hộ chung cư,140.0,7.3,3,2,0,3,1,52.142857142857146
Hoàng Mai,Căn hộ chung cư,66.0,2.43,2,2,0,8,1,36.81818181818182
Tây Hồ,Nhà riêng,60.0,15.5,4,4,2,21,2,258.3333333333333
Cầu Giấy,Căn hộ chung cư,110.0,7.9,3,2,0,3,1,71.81818181818181
Hoàng Mai,Căn hộ chung cư,74.0,3.7,2,2,0,8,1,50.0
Ba Đình,Nhà riêng,93.0,24.8,26,26,2,0,2,266.6666666666667
Đống Đa,Căn hộ chung cư,120.0,4.75,3,2,0,24,1,39.583333333333336
Long Biên,Căn hộ chung cư,85.0,3.69,3,2,0,10,1,43.411764705882355
Long Biên,Nhà riêng,34.0,4.4,4,4,2,10,1,129.41176470588235
Long Biên,Căn hộ chung cư,184.0,11.9,4,3,0,10,2,64.67391304347827
Nam Từ Liêm,Căn hộ chung cư,55.0,2.9,2,2,0,12,1,52.72727272727273
Long Biên,Nhà mặt phố,95.0,14.5,18,20,1,10,2,152.6315789473684
Đống Đa,Nhà riêng,100.0,21.4,26,26,2,24,2,214.0
Nam Từ Liêm,Căn hộ chung cư,108.0,3.7,3,2,0,12,1,34.25925925925926
Nam Từ Liêm,Nhà riêng,60.0,9.5,9,9,2,12,1,158.33333333333334
Ba Đình,Nhà riêng,300.0,98.0,55,55,2,0,3,326.6666666666667
Tây Hồ,Căn hộ chung cư,83.0,6.6,2,2,0,21,1,79.51807228915662
Thanh Xuân,Căn hộ chung cư,118.0,6.8,3,2,0,18,1,57.6271186440678
Long Biên,Căn hộ chung cư,120.0,6.6,3,2,0,10,1,55.0
Nam Từ Liêm,Căn hộ chung cư,99.0,5.7,3,2,0,12,1,57.57575757575758
Long Biên,Nhà riêng,85.0,18.7,4,4,2,10,2,220.0
Hai Bà Trưng,Nhà riêng,80.0,15.99,9,4,2,5,2,199.875
Cầu Giấy,Nhà riêng,48.0,5.8,4,4,2,3,1,120.83333333333333
Tây Hồ,Nhà riêng,40.0,15.8,11,11,2,21,2,395.0
Cầu Giấy,Nhà mặt phố,60.0,26.0,4,4,1,3,2,433.3333333333333
Hai Bà Trưng,Căn hộ chung cư,87.0,5.0,2,2,0,5,1,57.47126436781609
Hoàng Mai,Nhà mặt phố,128.0,22.5,5,4,1,8,2,175.78125
Hai Bà Trưng,Nhà riêng,40.0,7.5,8,4,2,5,1,187.5
Đống Đa,Nhà riêng,36.0,6.05,4,4,2,24,1,168.05555555555554
Thanh Xuân,Nhà riêng,61.0,25.0,7,7,2,18,2,409.8360655737705
Nam Từ Liêm,Nhà riêng,43.0,7.7,4,4,2,12,1,179.06976744186048
Hoài Đức,Nhà mặt phố,60.0,7.0,1,1,1,6,1,116.66666666666667
Ba Đình,Nhà riêng,30.0,4.4,3,4,2,0,1,146.66666666666666
Hà Đông,Nhà riêng,33.0,2.8,3,4,2,9,1,84.84848484848484
Gia Lâm,Căn hộ chung cư,70.0,2.8,3,2,0,4,1,40.0
Long Biên,Nhà riêng,56.0,6.1,2,3,2,10,1,108.92857142857143
Bắc Từ Liêm,Nhà riêng,32.0,5.35,3,4,2,1,1,167.1875
Hoài Đức,Nhà riêng,32.0,2.6,3,3,2,6,1,81.25
Hoàng Mai,Nhà riêng,70.0,14.25,10,11,2,8,2,203.57142857142858
Hà Đông,Căn hộ chung cư,71.0,2.92023,2,2,0,9,1,41.13
Hà Đông,Nhà mặt phố,52.0,10.6,6,5,1,9,2,203.84615384615384
Long Biên,Nhà mặt phố,100.0,28.8,2,3,1,10,2,288.0
Hà Đông,Nhà riêng,30.0,3.0,2,2,2,9,1,100.0
Hoàng Mai,Căn hộ chung cư,192.0,8.8,4,3,0,8,1,45.833333333333336
Hà Đông,Căn hộ chung cư,124.0,5.4,3,2,0,9,1,43.54838709677419
Hà Đông,Căn hộ chung cư,72.0,3.95,2,2,0,9,1,54.861111111111114
Hoài Đức,Căn hộ chung cư,56.0,2.3,2,2,0,6,1,41.07142857142857
Thanh Xuân,Căn hộ chung cư,76.0,4.19,2,2,0,18,1,55.13157894736842
Long Biên,Căn hộ chung cư,74.0,3.25,3,2,0,10,1,43.91891891891892
Nam Từ Liêm,Căn hộ chung cư,87.0,6.0,2,2,0,12,1,68.96551724137932
Cầu Giấy,Căn hộ chung cư,48.0,2.75,2,1,0,3,1,57.291666666666664
Hoàng Mai,Căn hộ chung cư,82.0,3.75,2,2,0,8,1,45.73170731707317
Hoàn Kiếm,Nhà riêng,24.0,2.8,1,1,2,7,1,116.66666666666667
Gia Lâm,Căn hộ chung cư,66.0,3.1,2,2,0,4,1,46.96969696969697
Hà Đông,Căn hộ chung cư,90.0,3.87,2,2,0,9,1,43.0
Gia Lâm,Căn hộ chung cư,66.0,3.1,2,2,0,4,1,46.96969696969697
