Diện tích,Mức giá,Hướng nhà,Hướng ban công,Số phòng ngủ,Số toilet,Pháp lý,Nội thất,Quận,Thành phố,Loại,Địa chỉ,Ngày đăng,Mặt tiền,Số tầng,Đường vào
54 m²,Thỏa thuận,,,,,,"Bàn giao hoàn thiện: Nội thất liền tường cao cấp, thiết bị WC cao cấp, điều hòa, tủ bếp, thiết bị bếp, bàn đảo, tủ quần áo...",Hà Nội,Nam Từ Liêm,Căn hộ chung cư tại Lumi Hanoi,"Dự án Lumi Hanoi, Đường Đại lộ Thăng Long, Phường Tây Mỗ, Nam Từ Liêm, Hà Nội.",03/05/2024,,,
120 m²,"6,7 tỷ",,,3 phòng,2 phòng,Đang chờ sổ,Đầy đủ,Hà Nội,Long Biên,Căn hộ chung cư tại HC Golden City,"Dự án HC Golden City, Phố Hồng Tiến, Phường Bồ Đề, Long Biên, Hà Nội",06/05/2024,,,
117 m²,Thỏa thuận,Đông - Nam,Tây - Bắc,3 phòng,2 phòng,,Đầy đủ nội thất.,Hà Nội,Cầu Giấy,Căn hộ chung cư tại Thăng Long Number One,"Dự án Thăng Long Number One, Phường Trung Hòa, Cầu Giấy, Hà Nội",06/05/2024,,,
42 m²,"4,8 tỷ",,,3 phòng,3 phòng,,,Hà Nội,Ba Đình,Nhà riêng tại đường Đội Cấn,"Đường Đội Cấn, Phường Liễu Giai, Ba Đình, Hà Nội",06/05/2024,"3,6 m",4 tầng,
105 m²,"5,3 tỷ",,,3 phòng,2 phòng,,Đầy đủ,Hà Nội,Bắc Từ Liêm,Căn hộ chung cư tại Sunshine City,"Dự án Sunshine City, Phường Đông Ngạc, Bắc Từ Liêm, Hà Nội",03/05/2024,,,
104 m²,"5,2 tỷ",,Đông - Nam,3 phòng,2 phòng,Full.,Full đồ.,Hà Nội,Bắc Từ Liêm,Căn hộ chung cư tại Sunshine City,"Dự án Sunshine City, Phường Đông Ngạc, Bắc Từ Liêm, Hà Nội.",05/05/2024,,,
63 m²,17 tỷ,Đông - Nam,Đông - Nam,11 phòng,12 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Hà Nội,Thanh Xuân,Nhà riêng tại đường Lê Trọng Tấn,"Đường Lê Trọng Tấn, Phường Khương Mai, Thanh Xuân, Hà Nội",05/05/2024,"3,2 m",7 tầng,7 m
103 m²,5 tỷ,,,3 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Hà Nội,Bắc Từ Liêm,Căn hộ chung cư tại Sunshine City,"Dự án Sunshine City, Phường Đông Ngạc, Bắc Từ Liêm, Hà Nội",01/05/2024,,,
100 m²,"7,5 tỷ",,,3 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Full đồ.,Hà Nội,Nam Từ Liêm,Căn hộ chung cư tại Vinhomes Skylake,"Dự án Vinhomes Skylake, Đường Phạm Hùng, Phường Mỹ Đình 1, Nam Từ Liêm, Hà Nội",05/05/2024,,,
130 m²,11 tỷ,,Đông - Nam,3 phòng,3 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Hà Nội,Thanh Xuân,Căn hộ chung cư tại Royal City,"Dự án Royal City, Đường Nguyễn Trãi, Phường Thượng Đình, Thanh Xuân, Hà Nội",02/05/2024,,,
60 m²,"20,6 tỷ",Bắc,,4 phòng,,Sổ đỏ/ Sổ hồng,Đầy đủ,Hà Nội,Cầu Giấy,Nhà riêng tại phố Trần Quốc Hoàn,"Phố Trần Quốc Hoàn, Phường Dịch Vọng Hậu, Cầu Giấy, Hà Nội",05/05/2024,"4,2 m",5 tầng,
123 m²,"6,5 tỷ",Đông - Nam,,3 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Hà Nội,Hà Đông,Căn hộ chung cư tại Hyundai Hillstate,"Dự án Hyundai Hillstate, Đường Tô Hiệu, Phường Hà Cầu, Hà Đông, Hà Nội",05/05/2024,,,
62 m²,Thỏa thuận,,,2 phòng,2 phòng,,,Hà Nội,Gia Lâm,Căn hộ chung cư tại Masteri Waterfront,"Dự án Masteri Water Front, Đường Quốc Lộ 5B, Xã Đa Tốn, Gia Lâm, Hà Nội",05/05/2024,,,
48 m²,"11,5 tỷ",,,6 phòng,4 phòng,Sổ đỏ/ Sổ hồng,Không nội thất,Hà Nội,Cầu Giấy,Nhà riêng tại đường Hoàng Quốc Việt,"Đường Hoàng Quốc Việt, Phường Nghĩa Đô, Cầu Giấy, Hà Nội",05/05/2024,"6,7 m",6 tầng,5 m
86 m²,"5,5 tỷ",Tây - Nam,Đông - Bắc,3 phòng,2 phòng,Hợp đồng mua bán,Đầy đủ,Hà Nội,Gia Lâm,Căn hộ chung cư tại Masteri Waterfront,"Dự án Masteri Water Front, Đường Quốc Lộ 5B, Xã Đa Tốn, Gia Lâm, Hà Nội",04/05/2024,,,
171 m²,220 triệu/m²,Tây - Nam,,,,Sổ đỏ/ Sổ hồng,,Hà Nội,Nam Từ Liêm,Nhà mặt phố tại đường Mỹ Đình,"133, đường Mỹ Đình, Phường Mỹ Đình 1, Nam Từ Liêm, Hà Nội",04/05/2024,"4,46 m",,
60 m²,26 tỷ,,,5 phòng,6 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Hà Nội,Đống Đa,Nhà riêng tại đường Yên Lãng,"Đường Yên Lãng, Phường Thịnh Quang, Đống Đa, Hà Nội",04/05/2024,10 m,7 tầng,4 m
63 m²,"2,85 tỷ",,,2 phòng,2 phòng,,"- Nhà để ở nên làm nội thất tâm huyết, cực kì đẹp, sịn sò, làm hài lòng khách hàng khó tính nhất.",Hà Nội,Nam Từ Liêm,Căn hộ chung cư tại The Sapphire-Vinhomes Smart City,"Dự án The Sapphire - Vinhomes Smart City, Phường Tây Mỗ, Nam Từ Liêm, Hà Nội.",04/05/2024,,,
84 m²,"3,7 tỷ",,,3 phòng,2 phòng,,,Hà Nội,Long Biên,Căn hộ chung cư tại Le Grand Jardin Sài Đồng,"Dự án Le Grand Jardin Sài Đồng, Đường Huỳnh Văn Nghệ, Phường Sài Đồng, Long Biên, Hà Nội",04/05/2024,,,
142 m²,Thỏa thuận,Đông - Bắc,,3 phòng,2 phòng,Sổ đỏ/ Sổ hồng.,Full nội thất.,Hà Nội,Nam Từ Liêm,Căn hộ chung cư tại Vinhomes Green Bay Mễ Trì,"Dự án Vinhomes Green Bay Mễ Trì, Đường Đại lộ Thăng Long, Phường Mễ Trì, Nam Từ Liêm, Hà Nội.",02/05/2024,,,
161 m²,"11,6 tỷ",,,3 phòng,2 phòng,,,Hà Nội,Thanh Xuân,Căn hộ chung cư tại BRG Diamond Residence,"Dự án BRG Diamond Residence, Đường Lê Văn Lương, Phường Nhân Chính, Thanh Xuân, Hà Nội",04/05/2024,,,
"28,5 m²","1,2 tỷ",,,,,,Nội thất cơ bản CĐT hoàn thiện.,Hà Nội,Nam Từ Liêm,Căn hộ chung cư tại Vinhomes Green Bay Mễ Trì,"Dự án Vinhomes Green Bay Mễ Trì, Quận Nam Từ Liêm, Hà Nội",04/05/2024,,,
"113,9 m²","6,9 tỷ",,Tây - Bắc,3 phòng,,,,Hà Nội,Thanh Xuân,Căn hộ chung cư tại Royal City,"Dự án Royal City, Đường Nguyễn Trãi, Phường Thượng Đình, Thanh Xuân, Hà Nội",02/05/2024,,,
146 m²,"9,5 tỷ",,,3 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Hà Nội,Tây Hồ,Căn hộ chung cư tại D’. Le Roi Soleil,"Dự án D’. Le Roi Soleil , Đường Xuân Diệu, Phường Quảng An, Tây Hồ, Hà Nội",04/05/2024,,,
54 m²,Thỏa thuận,,Đông - Bắc,2 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ.,Hà Nội,Nam Từ Liêm,Căn hộ chung cư tại Imperia Sola Park,"Dự án Imperia Sola Park, Phường Tây Mỗ, Nam Từ Liêm, Hà Nội.",04/05/2024,,,
80 m²,8 tỷ,,,2 phòng,2 phòng,,Full nội thất.,Hà Nội,Ba Đình,Căn hộ chung cư tại Vinhomes Metropolis - Liễu Giai,"Dự án Vinhomes Metropolis - Liễu Giai, Phố Liễu Giai, Phường Ngọc Khánh, Ba Đình, Hà Nội",04/05/2024,,,
59 m²,"2,4 tỷ",Tây - Bắc,Đông - Nam,2 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Hà Nội,Hoài Đức,Căn hộ chung cư tại Gemek Tower,"Dự án Gemek Tower, Đường Lê Trọng Tấn, Xã An Khánh, Hoài Đức, Hà Nội",04/05/2024,,,
55 m²,"2,9 tỷ",Tây - Nam,Đông - Bắc,2 phòng,1 phòng,Hợp đồng mua bán,,Hà Nội,Nam Từ Liêm,Căn hộ chung cư tại Imperia Smart City,"Dự án Imperia Smart City, Đường Đại lộ Thăng Long, Phường Tây Mỗ, Nam Từ Liêm, Hà Nội.",04/05/2024,,,
"142,8 m²","5,8 tỷ",,,3 phòng,3 phòng,,,Hà Nội,Hà Đông,Căn hộ chung cư tại HPC Landmark 105,"Dự án HPC Landmark 105, Phường La Khê, Hà Đông, Hà Nội",04/05/2024,,,
123 m²,"5,8 tỷ",Đông - Nam,Tây - Bắc,3 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Hà Nội,Tây Hồ,Căn hộ chung cư tại Khu đô thị Nam Thăng Long - Ciputra,"Dự án Ciputra Hà Nội, Đường Lạc Long Quân, Phường Phú Thượng, Tây Hồ, Hà Nội",04/05/2024,,,
"59,24 m²",8 tỷ,Đông - Nam,,4 phòng,3 phòng,,Cơ bản,Hà Nội,Đống Đa,Nhà riêng tại đường Thịnh Quang,"Đường Thịnh Quang, Phường Thịnh Quang, Đống Đa, Hà Nội",04/05/2024,"3,52 m",4 tầng,"2,5 m"
42 m²,Thỏa thuận,Đông - Nam,Đông - Nam,2 phòng,1 phòng,Hợp đồng mua bán,Cơ bản.,Hà Nội,Nam Từ Liêm,Căn hộ chung cư tại Lumi Hanoi,"Dự án Lumi Hanoi, Đường Đại lộ Thăng Long, Phường Tây Mỗ, Nam Từ Liêm, Hà Nội.",04/05/2024,,,
60 m²,"4,1 tỷ",,Tây - Nam,2 phòng,,Sổ đỏ/ Sổ hồng,"Bàn giao nội thất cao cấp, nhập khẩu châu Âu như Kohler, Hafele, Daikin. Tiện ích đẳng cấp: Bể bơi tầm view Panorama, phòng gym, phòng chiếu phim, thư viện sách, vườn thiền, yoga, phòng lọc không khí.",Hà Nội,Nam Từ Liêm,Căn hộ chung cư tại Masteri West Heights,"Dự án Masteri West Heights, Phường Tây Mỗ, Nam Từ Liêm, Hà Nội",04/05/2024,,,
48 m²,"3,48 tỷ",,Đông - Nam,2 phòng,1 phòng,Hợp đồng mua bán.,Bàn giao full nội thất cao cấp.,Hà Nội,Gia Lâm,Căn hộ chung cư tại Masteri Waterfront,"Dự án Masteri Water Front, Đường Quốc Lộ 5B, Xã Đa Tốn, Gia Lâm, Hà Nội",04/05/2024,,,
100 m²,21 tỷ,,,28 phòng,,Có sổ.,"Nội thất các phòng: Tủ quần áo, hệ thống bếp, bình nóng lạnh, điều hòa, máy giặt, nội thất xịn sò.",Hà Nội,Hoàng Mai,Nhà riêng tại đường Đại Từ,"Đường Đại Từ, Phường Đại Kim, Hoàng Mai, Hà Nội",04/05/2024,,8 tầng,
125 m²,Thỏa thuận,Đông - Bắc,Tây - Nam,3 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Hà Nội,Nam Từ Liêm,Căn hộ chung cư tại The Matrix One,"Dự án The Matrix One, Đường Lê Quang Đạo, Phường Mễ Trì, Nam Từ Liêm, Hà Nội",30/04/2024,,,
123 m²,"5,8 tỷ",,Tây - Nam,3 phòng,2 phòng,Sổ đỏ.,,Hà Nội,Tây Hồ,Căn hộ chung cư tại Khu đô thị Nam Thăng Long - Ciputra,"Dự án Ciputra Hà Nội, đường Nguyễn Hoàng Tôn, Phường Phú Thượng, Tây Hồ, Hà Nội.",04/05/2024,,,
52 m²,"9,5 tỷ",,,4 phòng,4 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Hà Nội,Long Biên,Nhà riêng tại phường Việt Hưng,"Phường Việt Hưng, Long Biên, Hà Nội",04/05/2024,"4,33 m",6 tầng,5 m
84 m²,64 triệu/m²,Đông - Nam,,3 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Hà Nội,Nam Từ Liêm,Căn hộ chung cư tại Lumi Hanoi,"Dự án Lumi Hanoi, Đường Đại lộ Thăng Long, Phường Tây Mỗ, Nam Từ Liêm, Hà Nội",03/05/2024,,,
135 m²,"5,26 tỷ",Đông - Bắc,,,,Sổ đỏ/ Sổ hồng,,Hà Nội,Đông Anh,Nhà riêng tại đường Hà Lâm 2,"Đường Hà Lâm 2, thôn Hà Lâm 2, Xã Thụy Lâm, Đông Anh, Hà Nội",03/05/2024,6 m,,8 m
"140,5 m²","7,36 tỷ",Tây - Nam,Đông - Bắc,3 phòng,2 phòng,Đang chờ sổ,Cơ bản,Hà Nội,Cầu Giấy,Căn hộ chung cư tại Hà Nội Paragon,"Hà Nội Paragon, Số 181, Đường Trần Quốc Vượng, Phường Dịch Vọng Hậu, Cầu Giấy, Hà Nội",03/05/2024,,,
52 m²,"4,5 tỷ",Đông - Nam,Đông - Nam,3 phòng,4 phòng,Sổ đỏ/ Sổ hồng,Cơ bản,Hà Nội,Long Biên,Nhà riêng tại đường Ngọc Thụy,"Đường Ngọc Thụy, Phường Ngọc Thụy, Long Biên, Hà Nội",03/05/2024,"3,8 m",5 tầng,3 m
80 m²,"15,6 tỷ",,,20 phòng,20 phòng,Sổ đỏ,Đầy đủ,Hà Nội,Cầu Giấy,Nhà riêng tại đường Võ Chí Công,"Đường Võ Chí Công, Phường Nghĩa Đô, Cầu Giấy, Hà Nội",03/05/2024,"6,5 m",7 tầng,3 m
43 m²,"2,3 tỷ",,,1 phòng,1 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Hà Nội,Nam Từ Liêm,Căn hộ chung cư tại Imperia Smart City,"Dự án Imperia Smart City, Đường Đại lộ Thăng Long, Phường Tây Mỗ, Nam Từ Liêm, Hà Nội",23/04/2024,,,
123 m²,Thỏa thuận,Đông - Nam,Tây - Nam,3 phòng,2 phòng,,Full nội thất.,Hà Nội,Hà Đông,Căn hộ chung cư tại Mulberry Lane,"Dự án Mulberry Lane, Phường Mỗ Lao, Hà Đông, Hà Nội",03/05/2024,,,
121 m²,"4,7 tỷ",Đông - Bắc,Tây - Nam,3 phòng,2 phòng,Sổ đỏ/ Sổ hồng,,Hà Nội,Bắc Từ Liêm,Căn hộ chung cư tại Goldmark City,"Dự án Goldmark City, Đường Hồ Tùng Mậu, Phường Phú Diễn, Bắc Từ Liêm, Hà Nội",03/05/2024,,,
64 m²,"3,2 tỷ",,,2 phòng,1 phòng,,Đầy đủ,Hà Nội,Nam Từ Liêm,Căn hộ chung cư tại Imperia Smart City,"Dự án Imperia Smart City, Đường Đại lộ Thăng Long, Phường Tây Mỗ, Nam Từ Liêm, Hà Nội.",03/05/2024,,,
"75,7 m²",54 triệu/m²,Tây - Nam,Đông - Bắc,3 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Hà Nội,Nam Từ Liêm,Căn hộ chung cư tại The Sapphire-Vinhomes Smart City,"Dự án The Sapphire-Vinhomes Smart City, Phường Tây Mỗ, Nam Từ Liêm, Hà Nội",03/05/2024,,,
89 m²,5 tỷ,,,3 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Hà Nội,Bắc Từ Liêm,Căn hộ chung cư tại Sunshine City,"Dự án Sunshine City, Phường Đông Ngạc, Bắc Từ Liêm, Hà Nội",02/05/2024,,,
123 m²,"5,9 tỷ",,,3 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Hà Nội,Tây Hồ,Căn hộ chung cư tại Khu đô thị Nam Thăng Long - Ciputra,"Dự án Ciputra Hà Nội, Đường Lạc Long Quân, Phường Phú Thượng, Tây Hồ, Hà Nội",02/05/2024,,,
168 m²,55 tỷ,Đông - Nam,Đông - Nam,8 phòng,8 phòng,Sổ đỏ/ Sổ hồng,Cơ bản,Hà Nội,Tây Hồ,Nhà mặt phố tại đường Lạc Long Quân,"Đường Lạc Long Quân, Phường Xuân La, Tây Hồ, Hà Nội",03/05/2024,8 m,8 tầng,8 m
66 m²,"3,25 tỷ",Đông - Nam,Tây - Bắc,2 phòng,2 phòng,Sổ đỏ/ Sổ hồng,,Hà Nội,Gia Lâm,Căn hộ chung cư tại Masteri Waterfront,"Dự án Masteri Water Front, Đường Quốc Lộ 5B, Xã Đa Tốn, Gia Lâm, Hà Nội",03/05/2024,,,
45 m²,Thỏa thuận,Đông - Nam,,4 phòng,4 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Hà Nội,Ba Đình,Nhà riêng tại phố Kim Mã,"Phố Kim Mã, Phường Kim Mã, Ba Đình, Hà Nội",03/05/2024,"3,8 m",4 tầng,3 m
"64,4 m²","3,1 tỷ",Đông - Bắc,Tây - Nam,2 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Không nội thất,Hà Nội,Hoàng Mai,Căn hộ chung cư tại Gelexia Riverside,"Dự án Gelexia Riverside, Quận Hoàng Mai, Hà Nội",03/05/2024,,,
82 m²,39 triệu/m²,,,3 phòng,,Sổ đỏ/ Sổ hồng,Cơ bản,Hà Nội,Đông Anh,Căn hộ chung cư tại Eurowindow River Park,"Dự án Eurowindow River Park, Đường 5, Xã Đông Hội, Đông Anh, Hà Nội",03/05/2024,,,
"140,5 m²",52 triệu/m²,Tây - Bắc,Đông - Nam,3 phòng,,,,Hà Nội,Cầu Giấy,Căn hộ chung cư tại Hà Nội Paragon,"Dự án Hà Nội Paragon, Phường Dịch Vọng Hậu, Cầu Giấy, Hà Nội",03/05/2024,,,
"74,3 m²",4 tỷ,,,2 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Hà Nội,Bắc Từ Liêm,Căn hộ chung cư tại An Bình City,"Dự án An Bình City, Phường Cổ Nhuế 1, Bắc Từ Liêm, Hà Nội",02/05/2024,,,
"47,6 m²","2,04 tỷ",Đông - Bắc,Tây - Nam,1 phòng,1 phòng,Sổ đỏ/ Sổ hồng.,,Hà Nội,Gia Lâm,Căn hộ chung cư tại The Zenpark,"Dự án The Zenpark, Đường Đông Dư, Xã Dương Xá, Gia Lâm, Hà Nội",03/05/2024,,,
55 m²,Thỏa thuận,,Đông - Nam,2 phòng,2 phòng,,- Bàn giao nội thất cao cấp liền tường từ các thương hiệu lớn.,Hà Nội,Nam Từ Liêm,Căn hộ chung cư tại Imperia Sola Park,"Dự án Imperia Sola Park, Phường Tây Mỗ, Nam Từ Liêm, Hà Nội.",03/05/2024,,,
66 m²,Thỏa thuận,,,2 phòng,2 phòng,,,Hà Nội,Hoài Đức,Căn hộ chung cư tại Moonlight 1 - An Lạc Green Symphony,"Dự án Moonlight 1 - An Lạc Green Symphony, Xã An Khánh, Hoài Đức, Hà Nội",03/05/2024,,,
"45,6 m²","3,29 tỷ",,,,,Sổ đỏ/ Sổ hồng.,,Hà Nội,Gia Lâm,Nhà riêng tại phố Phan Đăng Lưu,"Ngõ 296, Phố Phan Đăng Lưu, Xã Xã Yên Viên, Gia Lâm, Hà Nội",03/05/2024,,,
"46,7 m²",Thỏa thuận,,Tây - Nam,1 phòng,1 phòng,Sổ đỏ/ Sổ hồng,Cơ bản.,Hà Nội,Gia Lâm,Căn hộ chung cư tại Masteri Waterfront,"Dự án Masteri Water Front, Đường Quốc Lộ 5B, Xã Đa Tốn, Gia Lâm, Hà Nội",03/05/2024,,,
"48,6 m²","6,2 tỷ",,,,,,,Hà Nội,Ba Đình,Nhà riêng tại phố Hòe Nhai,"Số 18 ngõ 18, Phố Hòe Nhai, Phường Nguyễn Trung Trực, Ba Đình, Hà Nội",03/05/2024,,,3 m
85 m²,"9,3 tỷ",,,3 phòng,3 phòng,,,Hà Nội,Ba Đình,Căn hộ chung cư tại Vinhomes Metropolis - Liễu Giai,"Dự án Vinhomes Metropolis - Liễu Giai, Phố Liễu Giai, Phường Ngọc Khánh, Ba Đình, Hà Nội",03/05/2024,,,
131 m²,Thỏa thuận,,,4 phòng,3 phòng,Sổ đỏ/ Sổ hồng,"Đầy đủ Điều hòa âm trần panasonic, thiết bị vs, thiết bị bếp nhập khẩu từ Đức. Bàn giao với tiêu chuẩn vật liệu siêu cao cấp: Full bếp, đảo bếp, sàn bếp ốp đá tự nhiên, kính lower.",Hà Nội,Nam Từ Liêm,Căn hộ chung cư tại Lumiere EverGreen,"Dự án Lumiere EverGreen Smart City, Phường Tây Mỗ, Nam Từ Liêm, Hà Nội.",03/05/2024,,,
54 m²,"1,1 tỷ",,,2 phòng,1 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Hà Nội,Thanh Xuân,Căn hộ chung cư tại phố Cự Lộc,"Phố Cự Lộc, Phường Nhân Chính, Thanh Xuân, Hà Nội",03/05/2024,,,
"111,67 m²",Thỏa thuận,Đông - Bắc,Tây - Nam,3 phòng,2 phòng,Sổ đỏ/ Sổ hồng,,Hà Nội,Nam Từ Liêm,Căn hộ chung cư tại The Matrix One,"Dự án The Matrix One, Đường Lê Quang Đạo, Phường Mễ Trì, Nam Từ Liêm, Hà Nội.",03/05/2024,,,
"55,4 m²",Thỏa thuận,Tây - Nam,Đông - Bắc,2 phòng,1 phòng,Hợp đồng mua bán,Đầy đủ,Hà Nội,Nam Từ Liêm,Căn hộ chung cư tại Imperia Smart City,"Dự án Imperia Smart City, Đường Đại lộ Thăng Long, Phường Tây Mỗ, Nam Từ Liêm, Hà Nội",02/05/2024,,,
42 m²,"2,05 tỷ",Đông - Nam,,3 phòng,2 phòng,Sổ đỏ/ Sổ hồng.,,Hà Nội,Quốc Oai,Nhà riêng tại xã Đại Thành,"Xã Đại Thành, Quốc Oai, Hà Nội",02/05/2024,,3 tầng,
"78,8 m²","4,8 tỷ",Tây - Bắc,Đông - Nam,3 phòng,2 phòng,Sổ đỏ/ Sổ hồng.,Đầy đủ tình trạng nội thất (Cơ bản - đầy đủ nội thất - Full nội thất Luxury).,Hà Nội,Nam Từ Liêm,Căn hộ chung cư tại Vinhomes Gardenia,"Dự án Vinhomes Gardenia, Đường Hàm Nghi, Phường Cầu Diễn, Nam Từ Liêm, Hà Nội.",02/05/2024,,,
"99,7 m²","4,99 tỷ",Đông - Nam,Tây - Bắc,3 phòng,2 phòng,Hợp đồng mua bán,Đầy đủ,Hà Nội,Gia Lâm,Căn hộ chung cư tại The Zurich - Vinhomes Ocean Park,"Dự án The Zurich - Vinhomes Ocean Park, Xã Đa Tốn, Gia Lâm, Hà Nội",02/05/2024,,,
136 m²,"7,96 tỷ",,Đông - Bắc,4 phòng,3 phòng,Hợp đồng mua bán,Không nội thất,Hà Nội,Nam Từ Liêm,Căn hộ chung cư tại Lumi Hanoi,"Dự án Lumi Hanoi, Đường Đại lộ Thăng Long, Phường Tây Mỗ, Nam Từ Liêm, Hà Nội",02/05/2024,,,
60 m²,Thỏa thuận,,,2 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Cơ bản.,Hà Nội,Gia Lâm,Căn hộ chung cư tại Masteri Waterfront,"Dự án Masteri Water Front, Đường Quốc Lộ 5B, Xã Đa Tốn, Gia Lâm, Hà Nội",02/05/2024,,,
"114,33 m²","7,5 tỷ",Tây - Bắc,Đông - Nam,3 phòng,2 phòng,Sổ đỏ/ Sổ hồng,,Hà Nội,Nam Từ Liêm,Căn hộ chung cư tại The Matrix One,"Dự án The Matrix One, Đường Lê Quang Đạo, Phường Mễ Trì, Nam Từ Liêm, Hà Nội",02/05/2024,,,
82 m²,"5,7 tỷ",Đông,Đông,2 phòng,2 phòng,Hợp đồng mua bán,Nội thất cơ bản,Hà Nội,Hà Đông,Căn hộ chung cư tại Park Kiara,"Dự án Park Kiara, Đường Lê Trọng Tấn, Phường La Khê, Hà Đông, Hà Nội",02/05/2024,,,
90 m²,"4,9 tỷ",,,3 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Hà Nội,Bắc Từ Liêm,Căn hộ chung cư tại An Bình City,"An Bình City, 132, Đường Phạm Văn Đồng, Phường Cổ Nhuế 1, Bắc Từ Liêm, Hà Nội",30/04/2024,,,
80 m²,"4,8 tỷ",Tây - Bắc,Đông - Nam,2 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Hà Nội,Nam Từ Liêm,Căn hộ chung cư tại Vinhomes Gardenia,"Dự án Vinhomes Gardenia, Đường Hàm Nghi, Phường Cầu Diễn, Nam Từ Liêm, Hà Nội",30/04/2024,,,
"74,83 m²","3,5 tỷ",Đông - Bắc,Tây - Nam,2 phòng,2 phòng,,,Hà Nội,Hai Bà Trưng,Căn hộ chung cư tại Imperia Sky Garden,"Dự án Imperia Sky Garden, Đường Minh Khai, Phường Vĩnh Tuy, Hai Bà Trưng, Hà Nội",02/05/2024,,,
32 m²,"1,45 tỷ",,,1 phòng,1 phòng,Sổ đỏ/ Sổ hồng,"Đầy đủ Nhà đã làm nội thất đầy đủ: Hệ thống tủ bếp, bếp từ hút mùi, ti vi. Tủ lạnh, máy giặt, giường tủ bàn ghế sofa. Nhà làm nội thất tốt để ở.",Hà Nội,Nam Từ Liêm,Căn hộ chung cư tại The Sapphire-Vinhomes Smart City,"Dự án The Sapphire - Vinhomes Smart City, Phường Tây Mỗ, Nam Từ Liêm, Hà Nội.",02/05/2024,,,
55 m²,"2,2 tỷ",,,2 phòng,1 phòng,,"Nhà đẹp mới full nội thất đầy đủ: Ti vi, tủ lạnh, máy giặt, điều hoà, tủ bếp, bếp từ hút mùi... Nhà mới sạch sẽ.",Hà Nội,Nam Từ Liêm,Căn hộ chung cư tại The Sapphire-Vinhomes Smart City,"Dự án The Sapphire-Vinhomes Smart City, Nam Từ Liêm, Hà Nội",02/05/2024,,,
30 m²,"2,95 tỷ",Đông,Đông,3 phòng,4 phòng,Sổ đỏ/ Sổ hồng.,"Cơ bản. Điều hòa, nóng lạnh, thiết bị vệ sinh, bếp từ, thông gió hút mùi, tủ bếp, tủ giày, sofa, quạt trần.",Hà Nội,Long Biên,Nhà riêng tại đường Phúc Lợi,"Đường Phúc Lợi, Phường Phúc Lợi, Long Biên, Hà Nội",02/05/2024,3 m,5 tầng,100 m
52 m²,"3,1 tỷ",,Đông - Bắc,2 phòng,1 phòng,Hợp đồng mua bán,Đầy đủ,Hà Nội,Nam Từ Liêm,Căn hộ chung cư tại Lumiere EverGreen,"Dự án Lumiere EverGreen Smart City, Phường Tây Mỗ, Nam Từ Liêm, Hà Nội",02/05/2024,,,
85 m²,"18,5 tỷ",Tây - Nam,Tây - Nam,,,Sổ đỏ/ Sổ hồng,,Hà Nội,Hai Bà Trưng,Nhà riêng tại phố Trần Xuân Soạn,"Phố Trần Xuân Soạn, Phường Phạm Đình Hổ, Hai Bà Trưng, Hà Nội",02/05/2024,"5,65 m",,"4,5 m"
